	en	Found	Not_found	Found_ratio
0	Aaron	327	24	0.9316239316239316
1	Abagtha	1	0	1.0
2	Abarim	5	0	1.0
3	Abda	2	0	1.0
4	Abdeel	1	0	1.0
5	Abdi	2	1	0.6666666666666666
6	Abdiel	1	0	1.0
7	Abdon	7	2	0.7777777777777778
8	Abednego	0	15	0.0
9	Abel	7	0	1.0
10	Abel-Beth-Maacah	2	1	0.6666666666666666
11	Abel-Keramim	0	1	0.0
12	Abel-Maim	0	1	0.0
13	Abel-Meholah	3	0	1.0
14	Abel-Mizraim	1	0	1.0
15	Abel-Shittim	1	0	1.0
16	Abi	1	0	1.0
17	Abi-Albon	1	0	1.0
18	Abiasaph	1	0	1.0
19	Abiathar	29	1	0.9666666666666667
20	Abida	2	0	1.0
21	Abidan	5	0	1.0
22	Abiel	3	0	1.0
23	Abiezer	7	0	1.0
24	Abiezrite	3	0	1.0
25	Abigail	18	1	0.9473684210526315
26	Abihail	6	0	1.0
27	Abihu	12	0	1.0
28	Abihud	1	0	1.0
29	Abijah	22	3	0.88
30	Abijam	5	0	1.0
31	Abimael	2	0	1.0
32	Abimelech	67	0	1.0
33	Abinadab	12	0	1.0
34	Abinoam	4	0	1.0
35	Abiram	11	0	1.0
36	Abishag	5	0	1.0
37	Abishai	24	1	0.96
38	Abishua	4	1	0.8
39	Abishur	2	0	1.0
40	Abital	2	0	1.0
41	Abitub	1	0	1.0
42	Abner	63	0	1.0
43	Abraham	173	2	0.9885714285714285
44	Abram	61	0	1.0
45	Abronah	2	0	1.0
46	Absalom	104	7	0.9369369369369369
47	Accad	1	0	1.0
48	Acco	1	0	1.0
49	Achan	6	0	1.0
50	Achar	1	0	1.0
51	Achbor	7	0	1.0
52	Achish	19	2	0.9047619047619048
53	Achsah	5	0	1.0
54	Achshaph	3	0	1.0
55	Achzib	4	0	1.0
56	Adadah	1	0	1.0
57	Adah	8	0	1.0
58	Adaiah	8	1	0.8888888888888888
59	Adalia	1	0	1.0
60	Adam	10	2	0.8333333333333334
61	Adamah	1	0	1.0
62	Adami Nekeb	0	1	0.0
63	Adar	0	2	0.0
64	Adbeel	2	0	1.0
65	Addan	1	0	1.0
66	Addon	1	0	1.0
67	Adiel	3	0	1.0
68	Adin	3	1	0.75
69	Adina	1	0	1.0
70	Adithaim	1	0	1.0
71	Adlai	1	0	1.0
72	Admah	4	1	0.8
73	Admatha	1	0	1.0
74	Adna	2	0	1.0
75	Adnah	1	1	0.5
76	Adoni-Bezek	3	0	1.0
77	Adoni-Zedek	2	0	1.0
78	Adonijah	25	1	0.9615384615384616
79	Adonikam	3	0	1.0
80	Adoniram	2	0	1.0
81	Adoraim	1	0	1.0
82	Adoram	2	0	1.0
83	Adrammelech	3	0	1.0
84	Adriel	2	0	1.0
85	Adullam	8	0	1.0
86	Adullamite	3	0	1.0
87	Adummim	2	0	1.0
88	Agag	8	0	1.0
89	Agagite	5	0	1.0
90	Agee	0	1	0.0
91	Agur	1	0	1.0
92	Ahab	91	2	0.978494623655914
93	Aharah	1	0	1.0
94	Aharhel	1	0	1.0
95	Ahasbai	1	0	1.0
96	Ahasuerus	32	0	1.0
97	Ahava	3	0	1.0
98	Ahaz	41	0	1.0
99	Ahaziah	34	3	0.918918918918919
100	Ahban	1	0	1.0
101	Ahi	2	0	1.0
102	Ahiam	2	0	1.0
103	Ahian	1	0	1.0
104	Ahiezer	6	0	1.0
105	Ahihud	2	0	1.0
106	Ahijah	23	1	0.9583333333333334
107	Ahikam	20	0	1.0
108	Ahilud	5	0	1.0
109	Ahimaaz	14	1	0.9333333333333333
110	Ahiman	4	0	1.0
111	Ahimelech	14	3	0.8235294117647058
112	Ahimoth	0	1	0.0
113	Ahinadab	1	0	1.0
114	Ahinoam	7	0	1.0
115	Ahio	6	0	1.0
116	Ahira	5	0	1.0
117	Ahiram	1	0	1.0
118	Ahiramite	1	0	1.0
119	Ahisamach	3	0	1.0
120	Ahishahar	1	0	1.0
121	Ahishar	1	0	1.0
122	Ahithophel	20	0	1.0
123	Ahitub	14	1	0.9333333333333333
124	Ahlab	1	0	1.0
125	Ahlai	2	0	1.0
126	Ahoah	1	0	1.0
127	Ahohite	5	0	1.0
128	Ahumai	1	0	1.0
129	Ahuzzam	0	1	0.0
130	Ahuzzath	1	0	1.0
131	Ahzai	1	0	1.0
132	Ai	32	0	1.0
133	Aiah	6	0	1.0
134	Aiath	1	0	1.0
135	Aijalon	9	1	0.9
136	Ain	5	0	1.0
137	Akan	1	0	1.0
138	Akkub	8	0	1.0
139	Alemeth	3	1	0.75
140	Alian	1	0	1.0
141	Allammelech	0	1	0.0
142	Allon	1	0	1.0
143	Almighty One	0	48	0.0
144	Almodad	2	0	1.0
145	Almon	1	0	1.0
146	Almon-Diblathaim	2	0	1.0
147	Alush	2	0	1.0
148	Alvah	2	0	1.0
149	Alvan	1	0	1.0
150	Amad	1	0	1.0
151	Amal	1	0	1.0
152	Amalek	38	1	0.9743589743589743
153	Amalekite	12	0	1.0
154	Amam	1	0	1.0
155	Amanah	1	1	0.5
156	Amariah	12	2	0.8571428571428571
157	Amasa	11	1	0.9166666666666666
158	Amasai	2	3	0.4
159	Amashsai	1	0	1.0
160	Amasiah	1	0	1.0
161	Amaziah	43	1	0.9772727272727273
162	Ami	1	0	1.0
163	Amittai	2	0	1.0
164	Ammah	1	0	1.0
165	Ammiel	6	0	1.0
166	Ammihud	10	0	1.0
167	Amminadab	11	1	0.9166666666666666
168	Ammishaddai	5	0	1.0
169	Ammizabad	1	0	1.0
170	Ammon	103	3	0.9716981132075472
171	Ammonite	18	4	0.8181818181818182
172	Amnon	22	0	1.0
173	Amok	2	0	1.0
174	Amon	18	0	1.0
175	Amorite	86	0	1.0
176	Amos	7	0	1.0
177	Amoz	13	0	1.0
178	Amram	13	0	1.0
179	Amramite	2	0	1.0
180	Amraphel	2	0	1.0
181	Amzi	1	1	0.5
182	Anab	2	0	1.0
183	Anah	10	0	1.0
184	Anaharath	1	0	1.0
185	Anaiah	1	1	0.5
186	Anak	9	0	1.0
187	Anakim	9	0	1.0
188	Anamim	2	0	1.0
189	Anammelech	1	0	1.0
190	Anan	0	1	0.0
191	Anani	1	0	1.0
192	Ananiah	2	0	1.0
193	Anath	2	0	1.0
194	Anathoth	13	2	0.8666666666666667
195	Anathothite	4	1	0.8
196	Anem	0	1	0.0
197	Aner	2	1	0.6666666666666666
198	Aniam	1	0	1.0
199	Anim	1	0	1.0
200	Anthothijah	0	1	0.0
201	Anub	1	0	1.0
202	Aphek	8	0	1.0
203	Aphekah	1	0	1.0
204	Aphiah	1	0	1.0
205	Aphik	1	0	1.0
206	Appaim	2	0	1.0
207	Ar	6	0	1.0
208	Ara	1	0	1.0
209	Arab	10	1	0.9090909090909091
210	Arabah	24	0	1.0
211	Arabia	5	0	1.0
212	Arad	5	0	1.0
213	Arah	4	0	1.0
214	Aram	119	3	0.9754098360655737
215	Aram of Damascus	0	3	0.0
216	Aram-zobah	0	3	0.0
217	Aramaic	2	2	0.5
218	Aramean	11	1	0.9166666666666666
219	Aran	2	0	1.0
220	Ararat	4	0	1.0
221	Araunah	7	0	1.0
222	Arbathite	2	0	1.0
223	Arbite	1	0	1.0
224	Ard	2	0	1.0
225	Ardite	1	0	1.0
226	Ardon	1	0	1.0
227	Areli	2	0	1.0
228	Arelite	1	0	1.0
229	Argob	5	0	1.0
