	term	domain	category	sense	AR	DC	en	es	fr	id	vrefs
1509	חֶבֶר	PN	person	2	False	False	Heber	Hucoc	Hébron	Hebron	['JDG 4:11', 'JDG 4:17', 'JDG 4:21', 'JDG 5:24']
1510	חֶבֶר	PN	person	3	False	False	Heber	Hur	Hébronite	Hebron	['1CH 4:18']
1511	חֶבֶר	PN	person	4	False	False	Heber	Hur	Hébrites	Hebron	['1CH 8:17']
1512	חֶבְרוֹן	PN	settlement	1	False	False	Hebron	Hur	fête de la Récolte	Hebron	['GEN 13:18', 'GEN 23:2', 'GEN 23:19', 'GEN 35:27', 'GEN 37:14', 'NUM 13:22', 'JOS 10:3', 'JOS 10:5', 'JOS 10:23', 'JOS 10:36', 'JOS 10:39', 'JOS 11:21', 'JOS 12:10', 'JOS 14:13', 'JOS 14:14', 'JOS 14:15', 'JOS 15:13', 'JOS 15:54', 'JOS 20:7', 'JOS 21:11', 'JOS 21:13', 'JDG 1:10', 'JDG 1:20', 'JDG 16:3', '1SA 30:31', '2SA 2:1', '2SA 2:3', '2SA 2:11', '2SA 2:32', '2SA 3:2', '2SA 3:5', '2SA 3:19', '2SA 3:20', '2SA 3:22', '2SA 3:27', '2SA 3:32', '2SA 4:1', '2SA 4:8', '2SA 4:12', '2SA 5:1', '2SA 5:3', '2SA 5:5', '2SA 5:13', '2SA 15:7', '2SA 15:9', '2SA 15:10', '1KI 2:11', '1CH 3:1', '1CH 3:4', '1CH 6:25', '1CH 6:27', '1CH 11:1', '1CH 11:3', '1CH 12:25', '1CH 12:40', '1CH 29:27', '2CH 11:10']
1513	חֶבְרוֹן	PN	person	2	False	False	Hebron	Hur	levain	Heber	['EXO 6:18', 'NUM 3:19', '1CH 5:28', '1CH 5:29', '1CH 15:9', '1CH 23:12', '1CH 23:19']
1514	חֶבְרוֹן	PN	person	3	False	False	Hebron	Hur	fête des Tentes	hari raya pengumpulan	['1CH 2:42', '1CH 2:43']
1515	חֶבְרוֹנִי	PN	group		False	False	Hebronite	Hidai	fête de la Récolte	hari raya roti tidak beragi	['NUM 3:27', 'NUM 26:58', '1CH 26:23', '1CH 26:30', '1CH 26:31']
1516	חֶבְרִי	PN	group		False	False	Heberite	Hurí	semaines	hari raya pondok daun	['NUM 26:45']
1517	חַג	RI	festivals		False	False	festival of ingathering	Hiram	sauterelle	hari raya menuai	['EXO 23:16', 'EXO 34:22']
1518	חַג	RI	festivals		False	False	festival of unleavened bread	Hiram	Hagav	hari raya tujuh minggu	['EXO 23:15', 'EXO 34:18', 'LEV 23:6', 'DEU 16:16', '2CH 8:13', '2CH 30:13', '2CH 30:21', '2CH 35:17', 'EZR 6:22']
1519	חַג	RI	festivals		False	False	festival of shelters	Hiram	Hagava	belalang	['LEV 23:34', 'DEU 16:13', 'DEU 16:16', 'DEU 31:10', '2CH 8:13', 'EZR 3:4', 'ZEC 14:16', 'ZEC 14:18', 'ZEC 14:19']
1520	חַג	RI	festivals		False	False	harvest festival	Haurán	Aggée	Hagab	['EXO 23:16']
1521	חַג	RI	festivals		False	False	festival of weeks	Husá	Aggée	Hagaba	['EXO 34:22', 'DEU 16:10', 'DEU 16:16', '2CH 8:13']
1522	חָגָב	FA	insects, spiders, and worms	1	False	False	locust	Husai	Haggui	Hagai	['LEV 11:22', 'NUM 13:33', '2CH 7:13', 'ECC 12:5', 'ISA 40:22']
1523	חָגָב	PN	person	2	False	False	Hagab	Husai	de Haggui	Hagai	['EZR 2:46']
1524	חֲגָבָה	PN	person		False	False	Hagabah	Husim	Hagguiya	Hagi	['EZR 2:45', 'NEH 7:48']
1525	חַגַּי	PN	person		True	False	Haggai	Hotam	Hagguith	Hagi	['EZR 5:1', 'EZR 6:14']
1526	חַגַּי	PN	person		False	False	Haggai	Hotam	Hogla	Hagia	['HAG 1:1', 'HAG 1:3', 'HAG 1:12', 'HAG 1:13', 'HAG 2:1', 'HAG 2:10', 'HAG 2:13', 'HAG 2:14', 'HAG 2:20']
1527	חַגִּי	PN	person	1	False	False	Haggi	Hazael	Hadad	Hagit	['GEN 46:16', 'NUM 26:15']
1528	חַגִּי	PN	group	2	False	False	Haggite	ver	Hadid	Hogla	['NUM 26:15']
1529	חַגִּיָּה	PN	person		False	False	Haggiah	Hazó	Hadlaï	Hadad	['1CH 5:41']
1530	חַגִּית	PN	person		False	False	Haggith	Haziel	plante avec des épines	Hadid	['2SA 3:4', '1KI 1:5', '1KI 1:11', '1KI 2:13', '1CH 3:2']
1531	חָגְלָה	PN	person		False	False	Hoglah	Hazaías	Tigre	Hadlai	['NUM 26:33', 'NUM 27:1', 'NUM 36:11', 'JOS 17:3']
1532	חֲדַד	PN	person		False	False	Hadad	Hezión	Hadrak	semak duri	['GEN 25:15', '1CH 1:30']
1533	חָדִיד	PN	locale		False	False	Hadid	Hezir	néoménies	sungai Tigris	['EZR 2:33', 'NEH 7:37', 'NEH 11:34']
1534	חַדְלַי	PN	person		False	False	Hadlai	Hezir	Hodesh	Hadrakh	['2CH 28:12']
1535	חֵדֶק	FL	weeds and thorns		False	False	thorns	cerdo	Hadasha	pesta bulan baru	['PRO 15:19', 'MIC 7:4']
1536	חִדֶּקֶל	PN	nature		False	False	Tigris	jabalí	Hova	Hodesh	['GEN 2:14', 'DAN 10:4']
1537	חַדְרָךְ	PN	settlement		False	False	Hadrach	Hizquí	Eve	Hadasa	['ZEC 9:1']
1538	חֹדֶשׁ	RI	festivals	1	False	False	New Moon Festival	Ezequías	chardon	Hobah	['1SA 20:5', '1SA 20:18', '1SA 20:24', '1SA 20:27', '1SA 20:34', '2KI 4:23', '1CH 23:31', '2CH 2:2', '2CH 8:13', '2CH 31:3', 'EZR 3:5', 'NEH 10:35', 'PSA 81:5', 'ISA 1:13', 'ISA 1:14', 'ISA 66:23', 'ISA 66:23', 'EZK 45:17', 'EZK 46:1', 'EZK 46:3', 'EZK 46:6', 'HOS 2:15', 'HOS 5:7', 'AMO 8:5']
1539	חֹדֶשׁ	PN	person	2	False	False	Hodesh	Ezequías	crochet	Hawa	['1CH 8:9']
1540	חֲדָשָׁה	PN	settlement		False	False	Hadashah	Ezequías	fil	semak duri	['JOS 15:37']
1541	חוֹבָה	PN	locale		False	False	Hobah	Ezequías	fil	kaitan	['GEN 14:15']
1542	חַוָּה	PN	person		False	False	Eve	Ezequías	Hivvite	benang	['GEN 3:20', 'GEN 4:1']
1543	חוֹחַ	FL	weeds and thorns	1	False	False	thorn	pecar	Hawila	tali mengukur	['1SA 13:6', '2KI 14:9', '2KI 14:9', '2CH 25:18', '2CH 25:18', 'JOB 31:40', 'PRO 26:9', 'SNG 2:2', 'ISA 34:13', 'HOS 9:6']
1544	חוֹחַ	RE	tools; hunting and fishing	2	False	False	hook	pecaminoso	Houl	Hewi	['2CH 33:11', 'JOB 40:26']
1545	חוּט	RE	crafts; cords	1	False	False	thread	culpable de	Holôn	Hawila	['GEN 14:23', 'JOS 2:18', 'JDG 16:12', 'ECC 4:12', 'SNG 4:3']
1546	חוּט	RE	cords; tools; size	2	False	False	measuring line	declararse culpable	Holôn	Hul	['1KI 7:15', 'JER 52:21']
1547	חִוִּי	PN	group		False	False	Hivite	purificarse	Houfam	Holon	['GEN 10:17', 'GEN 34:2', 'GEN 36:2', 'EXO 3:8', 'EXO 3:17', 'EXO 13:5', 'EXO 23:23', 'EXO 23:28', 'EXO 33:2', 'EXO 34:11', 'DEU 7:1', 'DEU 20:17', 'JOS 3:10', 'JOS 9:1', 'JOS 9:7', 'JOS 11:3', 'JOS 11:19', 'JOS 12:8', 'JOS 24:11', 'JDG 3:3', 'JDG 3:5', '2SA 24:7', '1KI 9:20', '1CH 1:15', '2CH 8:7']
1548	חֲוִילָה	PN	person		False	False	Havilah	pecado	Houfamite	Holon	['GEN 2:11', 'GEN 10:7', 'GEN 10:29', 'GEN 25:18', '1SA 15:7', '1CH 1:9', '1CH 1:23']
1549	חוּל	PN	person		False	False	Hul	culpa	Houqoq	Hufam	['GEN 10:23', '1CH 1:17']
1550	חוֹלוֹן	PN	settlement	1	False	False	Holon	sacrificar como ofrenda por el pecado	Houqoq	Hufam	['JOS 15:51', 'JOS 21:15']
1551	חוֹלוֹן	PN	settlement	2	False	False	Holon	pecado	Hour	Hukok	['JER 48:21']
1552	חוּפָם	PN	person		False	False	Hupham	culpa	Hour	Hukok	['NUM 26:39']
1553	חוּפָמִי	PN	group		False	False	Huphamite	ofrenda por el pecado	Hour	Hur	['NUM 26:39']
1554	חוּקֹק	PN	settlement	1	False	False	Hukok	Hatús	Hour	Hur	['JOS 19:34']
1555	חוּקֹק	PN	settlement	2	False	False	Hukok	Hatús	Hour	Hur	['1CH 6:45']
1556	חוּר	PN	person	1	False	False	Hur	Hatús	Houraï	Hur	['EXO 17:10', 'EXO 17:12', 'EXO 24:14']
1557	חוּר	PN	person	2	False	False	Hur	Hatitá	Houri	Hur	['EXO 31:2', 'EXO 35:30', '1CH 2:19', '1CH 2:20', '1CH 2:50', '1CH 4:1', '1CH 4:4', '2CH 1:5']
1558	חוּר	PN	person	3	False	False	Hur	Hatil	Hiram	Hurai	['NUM 31:8', 'JOS 13:21']
1559	חוּר	PN	person	4	False	False	Hur	Hatifá	Hiram	Huri	['1CH 4:1']
1560	חוּר	PN	person	5	False	False	Hur	ser vivo	Houram	Hiram	['NEH 3:9']
1561	חוּרַי	PN	person		False	False	Hurai	Hiel	Hiram	Huram	['1CH 11:32']
1562	חוּרִי	PN	person		False	False	Huri	criatura viviente	Haurân	Huram	['1CH 5:14']
1563	חוּרָם	PN	person	1	False	False	Hiram	Hilén	Housha	Huram Abi	['1CH 14:1', '2CH 2:1', '2CH 2:9', '2CH 2:10', '2CH 8:2', '2CH 8:18', '2CH 9:10', '2CH 9:21']
1564	חוּרָם	PN	person	2	False	False	Hiram	Helam	Houshaï	Hauran	['2CH 4:11', '2CH 4:11']
1565	חוּרָם	PN	person	3	False	False	Huram	Hilén	Houshaï	Husa	['1CH 8:5']
1566	חוּרָם אָבִי	PN	person		False	False	Hiram	Hirá	Houshim	Husai	['2CH 2:11', '2CH 4:16']
1567	חַוְרָן	PN	locale		False	False	Hauran	Jirán	sceau	Husai	['EZK 47:16', 'EZK 47:18']
1568	חוּשָׁה	PN	locale		False	False	Hushah	Jirán	sceau	Husim	['1CH 4:4']
1569	חוּשַׁי	PN	person	1	False	False	Hushai	Hiram	Hazaël	Hotam	['2SA 15:32', '2SA 15:37', '2SA 16:16', '2SA 16:17', '2SA 16:18', '2SA 17:5', '2SA 17:6', '2SA 17:7', '2SA 17:8', '2SA 17:14', '2SA 17:15', '1CH 27:33']
1570	חוּשַׁי	PN	person	2	False	False	Hushai	Hiram	voir	Hotam	['1KI 4:16']
1571	חוּשִׁים	PN	person		False	False	Hushim	arpón	Hazo	Hazael	['1CH 8:8', '1CH 8:11']
1572	חוֹתָם	PN	person	1	False	False	Hotham	Haquilá	Haziël	melihat penglihatan	['1CH 7:32']
1573	חוֹתָם	PN	person	2	False	False	Hotham	Hacalías	Hazaya	Hazo	['1CH 11:44']
1574	חֲזָאֵל	PN	person		False	False	Hazael	Hacmoní	Hèziôn	Haziel	['1KI 19:15', '1KI 19:17', '2KI 8:8', '2KI 8:9', '2KI 8:12', '2KI 8:13', '2KI 8:15', '2KI 8:28', '2KI 8:29', '2KI 9:14', '2KI 9:15', '2KI 10:32', '2KI 12:19', '2KI 12:20', '2KI 13:3', '2KI 13:22', '2KI 13:24', '2KI 13:25', '2CH 22:5', '2CH 22:6', 'AMO 1:4']
1575	חזה	RI	prophecy, vision		False	False	have a vision	Hacmoní	Hézir	Hazaya	['NUM 24:4', 'NUM 24:16', 'ISA 1:1', 'ISA 2:1', 'ISA 13:1', 'ISA 30:10', 'ISA 30:10', 'LAM 2:14', 'LAM 2:14', 'EZK 12:27', 'EZK 13:6', 'EZK 13:7', 'EZK 13:8', 'EZK 13:9', 'EZK 13:16', 'EZK 13:23', 'EZK 21:34', 'EZK 22:28', 'AMO 1:1', 'MIC 1:1', 'HAB 1:1', 'ZEC 10:2']
1576	חֲזוֹ	PN	person		False	False	Hazo	profano	Hézir	Hezion	['GEN 22:22']
1577	חֲזִיאֵל	PN	person		False	False	Haziel	Helá	porc	Hezir	['1CH 23:9']
1578	חֲזָיָה	PN	person		False	False	Hazaiah	Héled	sanglier	Hezir	['NEH 11:5']
1579	חֶזְיוֹן	PN	person		False	False	Hezion	Helbá	Hizqi	babi	['1KI 15:18']
1580	חֵזִיר	PN	person	1	False	False	Hezir	Helbón	Ezékias	babi liar	['1CH 24:15']
1581	חֵזִיר	PN	person	2	False	False	Hezir	gálbano	Hizqiya	Hizki	['NEH 10:22']
1582	חֲזִיר	FA	mammals; domestic animals	1	False	False	pig	Héled	Hizqiya	Hizkia	['LEV 11:7', 'DEU 14:8', 'PRO 11:22', 'ISA 65:4', 'ISA 66:3', 'ISA 66:17']
1583	חֲזִיר	FA	mammals; wild animals	2	False	False	wild boar	comadreja	Ezékias	Hizkia	['PSA 80:15']
1584	חִזְקִי	PN	person		False	False	Hizki	Huldá	Ezékias	Hizkia	['1CH 8:17']
1585	חִזְקִיָּה	PN	person	1	False	False	Hezekiah	Heldai	pécher	Hizkia	['2KI 18:1', '2KI 18:10', '2KI 18:13', '2KI 18:14', '2KI 18:15', '2KI 18:16', 'NEH 7:21', 'NEH 10:19', 'PRO 25:1']
1586	חִזְקִיָּה	PN	person	2	False	False	Hezekiah	Heldai	pécheur	Hizkia	['1CH 3:23']
1587	חִזְקִיָּה	PN	person	3	False	False	Hezekiah	Halah	coupable de	berbuat dosa	['NEH 7:21', 'NEH 10:19']
1588	חִזְקִיָּה	PN	person	4	False	False	Hezekiah	Halhul	être coupable	berdosa	['ZEP 1:1']
1589	חִזְקִיָּהוּ	PN	person		False	False	Hezekiah	Halí	purifier	menanggung kesalahan	['2KI 16:20', '2KI 18:9', '2KI 18:17', '2KI 18:19', '2KI 18:22', '2KI 18:29', '2KI 18:30', '2KI 18:31', '2KI 18:32', '2KI 18:37', '2KI 19:1', '2KI 19:3', '2KI 19:5', '2KI 19:9', '2KI 19:10', '2KI 19:14', '2KI 19:14', '2KI 19:15', '2KI 19:20', '2KI 20:1', '2KI 20:3', '2KI 20:5', '2KI 20:8', '2KI 20:12', '2KI 20:12', '2KI 20:13', '2KI 20:13', '2KI 20:14', '2KI 20:14', '2KI 20:15', '2KI 20:16', '2KI 20:19', '2KI 20:20', '2KI 20:21', '2KI 21:3', '1CH 3:13', '2CH 29:18', '2CH 29:27', '2CH 30:24', '2CH 32:15', 'ISA 36:1', 'ISA 36:2', 'ISA 36:4', 'ISA 36:7', 'ISA 36:14', 'ISA 36:15', 'ISA 36:16', 'ISA 36:18', 'ISA 36:22', 'ISA 37:1', 'ISA 37:3', 'ISA 37:5', 'ISA 37:9', 'ISA 37:10', 'ISA 37:14', 'ISA 37:14', 'ISA 37:15', 'ISA 37:21', 'ISA 38:1', 'ISA 38:2', 'ISA 38:3', 'ISA 38:5', 'ISA 38:9', 'ISA 38:22', 'ISA 39:1', 'ISA 39:2', 'ISA 39:2', 'ISA 39:3', 'ISA 39:3', 'ISA 39:4', 'ISA 39:5', 'ISA 39:8', 'JER 26:18', 'JER 26:19']
1590	חטא	AT	sin; morals and ethics	1	False	False	to sin	profanar	péché	bersalah	['GEN 20:6', 'GEN 20:9', 'GEN 39:9', 'GEN 40:1', 'GEN 42:22', 'EXO 9:27', 'EXO 9:34', 'EXO 10:16', 'EXO 20:20', 'EXO 23:33', 'EXO 32:30', 'EXO 32:31', 'EXO 32:33', 'LEV 4:2', 'LEV 4:3', 'LEV 4:3', 'LEV 4:14', 'LEV 4:22', 'LEV 4:23', 'LEV 4:27', 'LEV 4:28', 'LEV 4:28', 'LEV 4:35', 'LEV 5:1', 'LEV 5:5', 'LEV 5:6', 'LEV 5:7', 'LEV 5:10', 'LEV 5:11', 'LEV 5:13', 'LEV 5:15', 'LEV 5:16', 'LEV 5:17', 'LEV 5:21', 'LEV 5:22', 'LEV 5:23', 'LEV 19:22', 'LEV 19:22', 'NUM 6:11', 'NUM 12:11', 'NUM 14:40', 'NUM 15:27', 'NUM 16:22', 'NUM 21:7', 'NUM 22:34', 'NUM 32:23', 'DEU 1:41', 'DEU 9:16', 'DEU 9:18', 'DEU 19:15', 'DEU 20:18', 'JOS 7:11', 'JOS 7:20', 'JDG 10:10', 'JDG 10:15', 'JDG 11:27', '1SA 2:25', '1SA 2:25', '1SA 7:6', '1SA 12:10', '1SA 12:23', '1SA 14:33', '1SA 14:34', '1SA 15:24', '1SA 15:30', '1SA 19:4', '1SA 19:4', '1SA 19:5', '1SA 24:13', '1SA 26:21', '2SA 12:13', '2SA 19:22', '2SA 24:10', '2SA 24:17', '1KI 8:31', '1KI 8:33', '1KI 8:35', '1KI 8:46', '1KI 8:46', '1KI 8:47', '1KI 8:50', '1KI 14:16', '1KI 14:16', '1KI 14:22', '1KI 15:26', '1KI 15:30', '1KI 15:30', '1KI 15:34', '1KI 16:2', '1KI 16:13', '1KI 16:13', '1KI 16:19', '1KI 16:19', '1KI 16:26', '1KI 18:9', '1KI 21:22', '1KI 22:54', '2KI 3:3', '2KI 10:29', '2KI 10:31', '2KI 13:2', '2KI 13:6', '2KI 13:11', '2KI 14:24', '2KI 15:9', '2KI 15:18', '2KI 15:24', '2KI 15:28', '2KI 17:7', '2KI 17:21', '2KI 18:14', '2KI 21:11', '2KI 21:16', '2KI 21:17', '2KI 23:15', '1CH 21:8', '1CH 21:17', '2CH 6:22', '2CH 6:24', '2CH 6:26', '2CH 6:36', '2CH 6:36', '2CH 6:37', '2CH 6:39', 'NEH 1:6', 'NEH 1:6', 'NEH 6:13', 'NEH 9:29', 'NEH 13:26', 'NEH 13:26', 'JOB 1:5', 'JOB 1:22', 'JOB 2:10', 'JOB 7:20', 'JOB 8:4', 'JOB 10:14', 'JOB 24:19', 'JOB 31:30', 'JOB 33:27', 'JOB 35:6', 'PSA 4:6', 'PSA 39:3', 'PSA 41:6', 'PSA 51:8', 'PSA 78:17', 'PSA 78:32', 'PSA 106:6', 'PSA 119:11', 'PRO 11:31', 'PRO 13:22', 'PRO 14:21', 'ECC 2:26', 'ECC 7:20', 'ECC 7:26', 'ECC 8:12', 'ECC 9:2', 'ECC 9:18', 'ISA 1:4', 'ISA 42:24', 'ISA 43:27', 'ISA 64:3', 'JER 2:35', 'JER 3:25', 'JER 8:14', 'JER 14:7', 'JER 14:20', 'JER 16:10', 'JER 32:35', 'JER 32:35', 'JER 33:8', 'JER 33:8', 'JER 37:18', 'JER 40:3', 'JER 44:23', 'JER 50:7', 'JER 50:14', 'LAM 1:8', 'LAM 5:7', 'LAM 5:16', 'EZK 3:21', 'EZK 3:21', 'EZK 14:13', 'EZK 16:51', 'EZK 18:4', 'EZK 18:20', 'EZK 18:24', 'EZK 28:16', 'EZK 33:12', 'EZK 33:16', 'EZK 37:23', 'DAN 9:5', 'DAN 9:8', 'DAN 9:11', 'DAN 9:15', 'HOS 4:7', 'HOS 8:11', 'HOS 8:11', 'HOS 10:9', 'HOS 13:2', 'MIC 7:9', 'ZEP 1:17']
1591	חַטָּא	AT	sin; morals and ethics	1	False	False	sinful	deshonrar	culpabilité	membersihkan	['GEN 13:13', 'NUM 32:14', 'PSA 1:1', 'PSA 1:5', 'PSA 25:8', 'PSA 26:9', 'PSA 51:17', 'PSA 104:35', 'PRO 1:10', 'PRO 13:21', 'PRO 23:17', 'ISA 1:28', 'ISA 13:9', 'ISA 33:14', 'AMO 9:8', 'AMO 9:10']
1592	חַטָּא	AT	guilt, responsibility; morals and ethics	2	False	False	guilty of	Heldai	sacrifier	dosa	['NUM 17:18', '1SA 15:18', '1KI 1:21']
1593	חטא	AT	guilt, responsibility; morals and ethics	2	False	False	to stand guilty	verdolaga	péché	kesalahan	['GEN 31:39', 'GEN 43:9', 'GEN 44:32', 'EXO 5:16', 'DEU 24:4', 'ECC 5:4', 'ISA 29:21']
1594	חטא	RI	guilt, responsibility; clean, pure, holy	3	False	False	to cleanse	Helón	péché	berkorban sebagai korban penghapus dosa	['LEV 8:15', 'LEV 14:49', 'LEV 14:52', 'NUM 8:21', 'NUM 19:12', 'NUM 19:12', 'NUM 19:13', 'NUM 19:19', 'NUM 19:20', 'NUM 31:19', 'NUM 31:20', 'NUM 31:23', 'PSA 51:11', 'EZK 43:20', 'EZK 43:22', 'EZK 43:22', 'EZK 43:23', 'EZK 45:18']
1595	חֵטְא	AT	sin; morals and ethics	1	False	False	sin	Hélef	culpabilité	dosa	['GEN 41:9', '2KI 10:29', 'PSA 51:13', 'PSA 103:10', 'ECC 10:4', 'ISA 1:18', 'ISA 38:17', 'LAM 3:39', 'LAM 3:39', 'EZK 23:49', 'DAN 9:16']
1596	חֵטְא	AT	guilt, responsibility; morals and ethics	2	False	False	guilt	Heles	sacrifice pour le péché	dosa	['LEV 19:17', 'LEV 20:20', 'LEV 22:9', 'LEV 24:15', 'NUM 9:13', 'NUM 18:22', 'NUM 18:32', 'NUM 27:3', 'DEU 15:9', 'DEU 19:15', 'DEU 21:22', 'DEU 22:26', 'DEU 23:23', 'DEU 23:24', 'DEU 24:15', 'DEU 24:16', '2KI 14:6', '2CH 25:4', 'PSA 51:9', 'ISA 31:7', 'ISA 53:12', 'LAM 1:8', 'HOS 12:10']
1597	חטא	RI	sacrifices and offerings; guilt, responsibility; morals and ethics	4	False	False	to sacrifice as sin-offering	Heles	péché	kesalahan	['EXO 29:36', 'LEV 6:12', 'LEV 9:15', '2CH 29:24']
1598	חַטָּאָה	AT	sin; morals and ethics		False	False	sin	Hélec	chose corrumpu	korban penghapus dosa	['EXO 34:7', 'ISA 5:18']
1599	חֶטְאָה	AT	sin; morals and ethics		False	False	sin	Jelcay	punition	dosa	['NUM 15:28']
1600	חֲטָאָה	AT	guilt, responsibility; morals and ethics	1	False	False	guilt	Hélec	purification	tindakan yang berdosa	['GEN 20:9', 'EXO 32:21', 'EXO 32:30', 'EXO 32:31', '2KI 17:21', 'PSA 32:1', 'PSA 109:7']
1601	חֲטָאָה	RI	sacrifices and offerings; guilt, responsibility; morals and ethics	2	False	False	sin-offering	Hilquías	sacrifice pour le péché	hukuman	['PSA 40:8']
1602	חַטָּאת	AT	sin; morals and ethics	1	False	False	sin	Hilquías	Hattoush	pembersihan	['GEN 4:7', 'GEN 18:20', 'GEN 31:36', 'GEN 50:17', 'EXO 10:17', 'EXO 32:30', 'EXO 32:32', 'EXO 32:34', 'EXO 34:9', 'LEV 4:3', 'LEV 4:14', 'LEV 4:23', 'LEV 4:26', 'LEV 4:28', 'LEV 4:28', 'LEV 4:35', 'LEV 5:6', 'LEV 5:6', 'LEV 5:10', 'LEV 5:13', 'LEV 16:16', 'LEV 16:21', 'LEV 16:30', 'LEV 16:34', 'LEV 19:22', 'LEV 19:22', 'LEV 26:18', 'LEV 26:21', 'LEV 26:24', 'LEV 26:28', 'NUM 5:6', 'NUM 5:7', 'NUM 12:11', 'NUM 16:26', 'NUM 32:23', 'DEU 9:18', 'DEU 9:27', 'DEU 19:15', 'JOS 24:19', '1SA 2:17', '1SA 12:19', '1SA 14:38', '1SA 15:23', '1SA 15:25', '1SA 20:1', '2SA 12:13', '1KI 8:34', '1KI 8:35', '1KI 8:36', '1KI 12:30', '1KI 13:34', '1KI 14:16', '1KI 14:22', '1KI 15:3', '1KI 15:26', '1KI 15:30', '1KI 15:34', '1KI 16:2', '1KI 16:13', '1KI 16:13', '1KI 16:19', '1KI 16:19', '1KI 16:19', '1KI 16:26', '1KI 16:26', '1KI 16:31', '2KI 3:3', '2KI 10:31', '2KI 13:2', '2KI 13:6', '2KI 13:11', '2KI 14:24', '2KI 15:9', '2KI 15:18', '2KI 15:24', '2KI 15:28', '2KI 17:22', '2KI 21:16', '2KI 21:17', '2KI 24:3', '2CH 6:25', '2CH 6:26', '2CH 6:27', '2CH 7:14', '2CH 28:13', '2CH 33:19', 'NEH 1:6', 'NEH 3:37', 'NEH 9:2', 'NEH 9:37', 'JOB 10:6', 'JOB 13:23', 'JOB 13:23', 'JOB 14:16', 'JOB 34:37', 'JOB 35:3', 'PSA 25:7', 'PSA 25:18', 'PSA 32:5', 'PSA 32:5', 'PSA 38:5', 'PSA 38:20', 'PSA 51:6', 'PSA 51:7', 'PSA 59:5', 'PSA 59:14', 'PSA 79:9', 'PSA 85:4', 'PSA 109:14', 'PRO 5:22', 'PRO 10:16', 'PRO 13:6', 'PRO 14:34', 'PRO 20:9', 'PRO 21:4', 'PRO 24:9', 'ISA 3:9', 'ISA 6:7', 'ISA 27:9', 'ISA 30:1', 'ISA 30:1', 'ISA 40:2', 'ISA 43:24', 'ISA 43:25', 'ISA 44:22', 'ISA 58:1', 'ISA 59:2', 'ISA 59:12', 'JER 5:25', 'JER 14:10', 'JER 15:13', 'JER 16:10', 'JER 16:18', 'JER 17:1', 'JER 17:3', 'JER 18:23', 'JER 30:14', 'JER 30:15', 'JER 31:34', 'JER 36:3', 'JER 50:20', 'LAM 4:13', 'LAM 4:22', 'EZK 3:20', 'EZK 16:51', 'EZK 16:52', 'EZK 18:14', 'EZK 18:21', 'EZK 18:21', 'EZK 18:24', 'EZK 21:34', 'EZK 33:10', 'EZK 33:14', 'EZK 33:16', 'EZK 33:16', 'DAN 9:20', 'DAN 9:20', 'DAN 9:24', 'DAN 9:24', 'HOS 4:8', 'HOS 8:13', 'HOS 9:9', 'HOS 13:12', 'AMO 5:12', 'MIC 1:5', 'MIC 1:13', 'MIC 3:8', 'MIC 6:7', 'MIC 6:13', 'MIC 7:19', 'ZEC 13:1']
1603	חַטָּאת	RE	sin; morals and ethics	2	False	False	sinful thing	Hilquías	Hattoush	korban penghapus dosa	['DEU 9:21', 'HOS 10:8']
1604	חַטָּאת	MI	repay, reward, punish; guilt, responsibility; morals and ethics	3	False	False	punishment	Hilquías	Hattoush	Hatus	['LAM 4:6', 'ZEC 14:19', 'ZEC 14:19']
1605	חַטָּאת	RI	guilt, responsibility; clean, pure, holy	4	False	False	cleansing	Hilquías	Hatita	Hatus	['NUM 8:7', 'NUM 19:9']
