	term	category	en	vrefs
0	Αἰγύπτιος	9.7.2.1 - Names of countries	Egyptian	ACT 7:22
1	Αἰγύπτιος	9.7.2.1 - Names of countries	Egyptian	ACT 7:24
2	Αἰγύπτιος	9.7.2.1 - Names of countries	Egyptian	ACT 7:28
3	Αἰγύπτιος	9.7.2.1 - Names of countries	Egyptian	ACT 21:38
4	Αἰγύπτιος	9.7.2.1 - Names of countries	Egyptian	HEB 11:29
5	Αἰθίοψ	9.7.2.1 - Names of countries	Ethiopian	ACT 8:27
6	Αἰθίοψ	9.7.2.1 - Names of countries	Ethiopian	ACT 8:27
7	Αἰνέας	9.7.1.1 - Personal names	Aeneas	ACT 9:33
8	Αἰνέας	9.7.1.1 - Personal names	Aeneas	ACT 9:34
9	Αἰνών	9.7.2.2 - Names of regions	Aenon	JHN 3:23
10	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	MAT 2:13
11	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	MAT 2:14
12	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	MAT 2:15
13	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	MAT 2:19
14	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 2:10
15	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:9
16	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:10
17	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:10
18	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:11
19	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:12
20	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:15
21	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:17
22	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:18
23	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:34
24	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:34
25	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:36
26	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:39
27	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 7:40
28	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	ACT 13:17
29	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	HEB 3:16
30	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	HEB 8:9
31	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	HEB 11:26
32	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	HEB 11:27
33	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	JUD 1:5
34	Αἴγυπτος	9.7.2.1 - Names of countries	Egypt	REV 11:8
35	Αὐγοῦστος	9.7.1.1 - Personal names	Augustus	LUK 2:1
36	Βάαλ	9.7.1.1 - Personal names	Baal	ROM 11:4
37	Βέροια	9.7.2.3 - Names of cities	Berea	ACT 17:10
38	Βέροια	9.7.2.3 - Names of cities	Berea	ACT 17:13
39	Βαβυλών	9.7.2.3 - Names of cities	Babylon	MAT 1:11
40	Βαβυλών	9.7.2.3 - Names of cities	Babylon	MAT 1:12
41	Βαβυλών	9.7.2.3 - Names of cities	Babylon	MAT 1:17
42	Βαβυλών	9.7.2.3 - Names of cities	Babylon	MAT 1:17
43	Βαβυλών	9.7.2.3 - Names of cities	Babylon	ACT 7:43
44	Βαβυλών	9.7.2.3 - Names of cities	Babylon	1PE 5:13
45	Βαβυλών	9.7.2.3 - Names of cities	Babylon	REV 14:8
46	Βαβυλών	9.7.2.3 - Names of cities	Babylon	REV 16:19
47	Βαβυλών	9.7.2.3 - Names of cities	Babylon	REV 17:5
48	Βαβυλών	9.7.2.3 - Names of cities	Babylon	REV 18:2
49	Βαβυλών	9.7.2.3 - Names of cities	Babylon	REV 18:10
50	Βαβυλών	9.7.2.3 - Names of cities	Babylon	REV 18:21
51	Βαλάκ	9.7.1.1 - Personal names	Balak	REV 2:14
52	Βαλαάμ	9.7.1.1 - Personal names	Balaam	2PE 2:15
53	Βαλαάμ	9.7.1.1 - Personal names	Balaam	JUD 1:11
54	Βαλαάμ	9.7.1.1 - Personal names	Balaam	REV 2:14
55	Βαράκ	9.7.1.1 - Personal names	Barak	HEB 11:32
56	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MAT 27:16
57	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MAT 27:17
58	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MAT 27:20
59	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MAT 27:21
60	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MAT 27:26
61	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MRK 15:7
62	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MRK 15:11
63	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	MRK 15:15
64	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	LUK 23:18
65	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	JHN 18:40
66	Βαραββᾶς	9.7.1.1 - Personal names	Barabbas	JHN 18:40
67	Βαραχίας	9.7.1.1 - Personal names	Barachiah	MAT 23:35
68	Βαρθολομαῖος	9.7.1.1 - Personal names	Bartholomew	MAT 10:3
69	Βαρθολομαῖος	9.7.1.1 - Personal names	Bartholomew	MRK 3:18
70	Βαρθολομαῖος	9.7.1.1 - Personal names	Bartholomew	LUK 6:14
71	Βαρθολομαῖος	9.7.1.1 - Personal names	Bartholomew	ACT 1:13
72	Βαριησοῦς	9.7.1.1 - Personal names	Bar-Jesus	ACT 13:6
73	Βαριωνᾶ	9.7.1.1 - Personal names	Bar-Jona	MAT 16:17
74	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 4:36
75	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 9:27
76	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 11:22
77	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 11:30
78	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 12:25
79	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 13:1
80	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 13:2
81	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 13:7
82	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 13:43
83	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 13:46
84	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 13:50
85	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 14:12
86	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 14:14
87	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 14:20
88	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:2
89	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:2
90	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:12
91	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:22
92	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:25
93	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:35
94	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:36
95	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:37
96	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	ACT 15:39
97	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	1CO 9:6
98	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	GAL 2:1
99	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	GAL 2:9
100	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	GAL 2:13
101	Βαρναβᾶς	9.7.1.1 - Personal names	Barnabas	COL 4:10
102	Βαρσαββᾶς	9.7.1.1 - Personal names	Barsabbas	ACT 1:23
103	Βαρσαββᾶς	9.7.1.1 - Personal names	Barsabbas	ACT 15:22
104	Βαρτιμαῖος	9.7.1.1 - Personal names	Bartimaeus	MRK 10:46
105	Βεελζεβούλ	9.7.1.1 - Personal names	Beelzebul	MAT 10:25
106	Βεελζεβούλ	9.7.1.1 - Personal names	Beelzebul	MAT 12:24
107	Βεελζεβούλ	9.7.1.1 - Personal names	Beelzebul	MAT 12:27
108	Βεελζεβούλ	9.7.1.1 - Personal names	Beelzebul	MRK 3:22
109	Βεελζεβούλ	9.7.1.1 - Personal names	Beelzebul	LUK 11:15
110	Βεελζεβούλ	9.7.1.1 - Personal names	Beelzebul	LUK 11:18
111	Βεελζεβούλ	9.7.1.1 - Personal names	Beelzebul	LUK 11:19
112	Βελιάρ	9.7.1.1 - Personal names	Belial	2CO 6:15
113	Βενιαμίν	9.7.1.1 - Personal names	Benjamin	ACT 13:21
114	Βενιαμίν	9.7.1.1 - Personal names	Benjamin	ROM 11:1
115	Βενιαμίν	9.7.1.1 - Personal names	Benjamin	PHP 3:5
116	Βενιαμίν	9.7.1.1 - Personal names	Benjamin	REV 7:8
117	Βερνίκη	9.7.1.1 - Personal names	Bernice	ACT 25:13
118	Βερνίκη	9.7.1.1 - Personal names	Bernice	ACT 25:23
119	Βερνίκη	9.7.1.1 - Personal names	Bernice	ACT 26:30
120	Βεροιαῖος	9.7.2.3 - Names of cities	Beroean	ACT 20:4
121	Βηθανία	9.7.2.3 - Names of cities	Bethany	MAT 21:17
122	Βηθανία	9.7.2.3 - Names of cities	Bethany	MAT 26:6
123	Βηθανία	9.7.2.3 - Names of cities	Bethany	MRK 11:1
124	Βηθανία	9.7.2.3 - Names of cities	Bethany	MRK 11:11
125	Βηθανία	9.7.2.3 - Names of cities	Bethany	MRK 11:12
126	Βηθανία	9.7.2.3 - Names of cities	Bethany	MRK 14:3
127	Βηθανία	9.7.2.3 - Names of cities	Bethany	LUK 19:29
128	Βηθανία	9.7.2.3 - Names of cities	Bethany	LUK 24:50
129	Βηθανία	9.7.2.3 - Names of cities	Bethany	JHN 1:28
130	Βηθανία	9.7.2.3 - Names of cities	Bethany	JHN 11:1
131	Βηθανία	9.7.2.3 - Names of cities	Bethany	JHN 11:18
132	Βηθανία	9.7.2.3 - Names of cities	Bethany	JHN 12:1
133	Βηθζαθά	9.7.2 - Name of a place	Bethzatha	JHN 5:2
134	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	MAT 2:1
135	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	MAT 2:5
136	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	MAT 2:6
137	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	MAT 2:8
138	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	MAT 2:16
139	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	LUK 2:4
140	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	LUK 2:15
141	Βηθλέεμ	9.7.2.3 - Names of cities	Bethlehem	JHN 7:42
142	Βηθσαϊδά	9.7.2.3 - Names of cities	Bethsaida	MAT 11:21
143	Βηθσαϊδά	9.7.2.3 - Names of cities	Bethsaida	MRK 6:45
144	Βηθσαϊδά	9.7.2.3 - Names of cities	Bethsaida	MRK 8:22
145	Βηθσαϊδά	9.7.2.3 - Names of cities	Bethsaida	LUK 9:10
146	Βηθσαϊδά	9.7.2.3 - Names of cities	Bethsaida	LUK 10:13
147	Βηθσαϊδά	9.7.2.3 - Names of cities	Bethsaida	JHN 1:44
148	Βηθσαϊδά	9.7.2.3 - Names of cities	Bethsaida	JHN 12:21
149	Βηθφαγή	9.7.2.3 - Names of cities	Bethphage	MAT 21:1
150	Βηθφαγή	9.7.2.3 - Names of cities	Bethphage	MRK 11:1
151	Βηθφαγή	9.7.2.3 - Names of cities	Bethphage	LUK 19:29
152	Βιθυνία	9.7.2.2 - Names of regions	Bithynia	ACT 16:7
153	Βιθυνία	9.7.2.2 - Names of regions	Bithynia	1PE 1:1
154	Βλάστος	9.7.1.1 - Personal names	Blastus	ACT 12:20
155	Βοανηργές	9.7.1.1 - Personal names	Sons.of.Thunder	MRK 3:17
156	Βοσόρ	9.7.1.1 - Personal names	Bosor	2PE 2:15
157	Βόες	9.7.1.1 - Personal names	Boaz	MAT 1:5
158	Βόες	9.7.1.1 - Personal names	Boaz	MAT 1:5
159	Βόες	9.7.1.1 - Personal names	Boaz	LUK 3:32
160	Γάδ	9.7.1.1 - Personal names	Gad	REV 7:5
161	Γάζα	9.7.2.3 - Names of cities	Gaza	ACT 8:26
162	Γάϊος	9.7.1.1 - Personal names	Gaius	ACT 19:29
163	Γάϊος	9.7.1.1 - Personal names	Gaius	ACT 20:4
164	Γάϊος	9.7.1.1 - Personal names	Gaius	ROM 16:23
165	Γάϊος	9.7.1.1 - Personal names	Gaius	1CO 1:14
166	Γάϊος	9.7.1.1 - Personal names	Gaius	3JN 1:1
167	Γαββαθά	9.7.2 - Name of a place	Gabbatha	JHN 19:13
168	Γαβριήλ	9.7.1.1 - Personal names	Gabriel	LUK 1:19
169	Γαβριήλ	9.7.1.1 - Personal names	Gabriel	LUK 1:26
170	Γαδαρηνός	9.7.2.3 - Names of cities	Gadarene	MAT 8:28
171	Γαλάτης	9.7.2.2 - Names of regions	Galatian	GAL 3:1
172	Γαλατία	9.7.2.2 - Names of regions	Galatia	1CO 16:1
173	Γαλατία	9.7.2.2 - Names of regions	Galatia	GAL 1:2
174	Γαλατία	9.7.2.2 - Names of regions	Galatia	2TI 4:10
175	Γαλατία	9.7.2.2 - Names of regions	Galatia	1PE 1:1
176	Γαλατικός	9.7.2.2 - Names of regions	Galatian	ACT 16:6
177	Γαλατικός	9.7.2.2 - Names of regions	Galatian	ACT 18:23
178	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 2:22
179	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 3:13
180	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 4:12
181	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 4:15
182	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 4:18
183	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 4:23
184	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 4:25
185	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 15:29
186	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 17:22
187	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 19:1
188	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 21:11
189	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 26:32
190	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 27:55
191	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 28:7
192	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 28:10
193	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MAT 28:16
194	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 1:9
195	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 1:14
196	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 1:16
197	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 1:28
198	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 1:39
199	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 3:7
200	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 6:21
201	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 7:31
202	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 9:30
203	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 14:28
204	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 15:41
205	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	MRK 16:7
206	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 1:26
207	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 2:4
208	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 2:39
209	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 3:1
210	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 4:14
211	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 4:31
212	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 5:17
213	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 8:26
214	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 17:11
215	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 23:5
216	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 23:49
217	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 23:55
218	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	LUK 24:6
219	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 1:43
220	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 2:1
221	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 2:11
222	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 4:3
223	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 4:43
224	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 4:45
225	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 4:46
226	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 4:47
227	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 4:54
228	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 6:1
229	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 7:1
230	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 7:9
231	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 7:41
232	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 7:52
233	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 7:52
234	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 12:21
235	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	JHN 21:2
236	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	ACT 9:31
237	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	ACT 10:37
238	Γαλιλαία	9.7.2.2 - Names of regions	Galilee	ACT 13:31
239	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	MAT 26:69
240	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	MRK 14:70
241	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	LUK 13:1
242	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	LUK 13:2
243	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	LUK 13:2
244	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	LUK 22:59
245	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	LUK 23:6
246	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	JHN 4:45
247	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	ACT 1:11
248	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	ACT 2:7
249	Γαλιλαῖος	9.7.2.2 - Names of regions	Galilean	ACT 5:37
250	Γαλλίων	9.7.1.1 - Personal names	Gallio	ACT 18:12
251	Γαλλίων	9.7.1.1 - Personal names	Gallio	ACT 18:14
252	Γαλλίων	9.7.1.1 - Personal names	Gallio	ACT 18:17
253	Γαμαλιήλ	9.7.1.1 - Personal names	Gamaliel	ACT 5:34
254	Γαμαλιήλ	9.7.1.1 - Personal names	Gamaliel	ACT 22:3
255	Γεδεών	9.7.1.1 - Personal names	Gideon	HEB 11:32
256	Γεθσημανί	9.7.2 - Name of a place	Gethsemane	MAT 26:36
257	Γεθσημανί	9.7.2 - Name of a place	Gethsemane	MRK 14:32
258	Γεννησαρέτ	9.7.2.2 - Names of regions	Gennesaret	MAT 14:34
259	Γεννησαρέτ	9.7.2.2 - Names of regions	Gennesaret	MRK 6:53
260	Γεννησαρέτ	9.7.2.2 - Names of regions	Gennesaret	LUK 5:1
261	Γερασηνός	9.7.2.3 - Names of cities	Gerasene	MRK 5:1
262	Γερασηνός	9.7.2.3 - Names of cities	Gerasene	LUK 8:26
263	Γερασηνός	9.7.2.3 - Names of cities	Gerasene	LUK 8:37
264	Γολγοθᾶ	9.7.2.7 - Names of mountains	Golgotha	MAT 27:33
265	Γολγοθᾶ	9.7.2.7 - Names of mountains	Golgotha	MRK 15:22
266	Γολγοθᾶ	9.7.2.7 - Names of mountains	Golgotha	JHN 19:17
267	Γόμορρα	9.7.2.3 - Names of cities	Gomorrah	MAT 10:15
268	Γόμορρα	9.7.2.3 - Names of cities	Gomorrah	ROM 9:29
269	Γόμορρα	9.7.2.3 - Names of cities	Gomorrah	2PE 2:6
270	Γόμορρα	9.7.2.3 - Names of cities	Gomorrah	JUD 1:7
271	Γώγ	9.7.1.1 - Personal names	Gog	REV 20:8
272	Δάμαρις	9.7.1.1 - Personal names	Damaris	ACT 17:34
273	Δέρβη	9.7.2.3 - Names of cities	Derbe	ACT 14:6
274	Δέρβη	9.7.2.3 - Names of cities	Derbe	ACT 14:20
275	Δέρβη	9.7.2.3 - Names of cities	Derbe	ACT 16:1
276	Δίδυμος	9.7.1.6 - Nickname	Didymus	JHN 11:16
277	Δίδυμος	9.7.1.6 - Nickname	Didymus	JHN 20:24
278	Δίδυμος	9.7.1.6 - Nickname	Didymus	JHN 21:2
279	Δαλμανουθά	9.7.2.3 - Names of cities	Dalmanutha	MRK 8:10
280	Δαλματία	9.7.2.2 - Names of regions	Dalmatia	2TI 4:10
281	Δαμασκηνός	9.7.2.3 - Names of cities	Damascene	2CO 11:32
282	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 9:2
283	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 9:3
284	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 9:8
285	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 9:10
286	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 9:19
287	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 9:22
288	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 9:27
289	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 22:5
290	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 22:6
291	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 22:10
292	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 22:11
293	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 26:12
294	Δαμασκός	9.7.2.3 - Names of cities	Damascus	ACT 26:20
295	Δαμασκός	9.7.2.3 - Names of cities	Damascus	2CO 11:32
296	Δαμασκός	9.7.2.3 - Names of cities	Damascus	GAL 1:17
297	Δανιήλ	9.7.1.1 - Personal names	Daniel	MAT 24:15
298	Δαυίδ	9.7.1.1 - Personal names	David	MAT 1:1
299	Δαυίδ	9.7.1.1 - Personal names	David	MAT 1:6
300	Δαυίδ	9.7.1.1 - Personal names	David	MAT 1:6
301	Δαυίδ	9.7.1.1 - Personal names	David	MAT 1:17
302	Δαυίδ	9.7.1.1 - Personal names	David	MAT 1:17
303	Δαυίδ	9.7.1.1 - Personal names	David	MAT 1:20
304	Δαυίδ	9.7.1.1 - Personal names	David	MAT 9:27
305	Δαυίδ	9.7.1.1 - Personal names	David	MAT 12:3
306	Δαυίδ	9.7.1.1 - Personal names	David	MAT 12:23
307	Δαυίδ	9.7.1.1 - Personal names	David	MAT 15:22
308	Δαυίδ	9.7.1.1 - Personal names	David	MAT 20:30
309	Δαυίδ	9.7.1.1 - Personal names	David	MAT 20:31
310	Δαυίδ	9.7.1.1 - Personal names	David	MAT 21:9
311	Δαυίδ	9.7.1.1 - Personal names	David	MAT 21:15
312	Δαυίδ	9.7.1.1 - Personal names	David	MAT 22:42
313	Δαυίδ	9.7.1.1 - Personal names	David	MAT 22:43
314	Δαυίδ	9.7.1.1 - Personal names	David	MAT 22:45
315	Δαυίδ	9.7.1.1 - Personal names	David	MRK 2:25
316	Δαυίδ	9.7.1.1 - Personal names	David	MRK 10:47
317	Δαυίδ	9.7.1.1 - Personal names	David	MRK 10:48
318	Δαυίδ	9.7.1.1 - Personal names	David	MRK 11:10
319	Δαυίδ	9.7.1.1 - Personal names	David	MRK 12:35
320	Δαυίδ	9.7.1.1 - Personal names	David	MRK 12:36
321	Δαυίδ	9.7.1.1 - Personal names	David	MRK 12:37
322	Δαυίδ	9.7.1.1 - Personal names	David	LUK 1:27
323	Δαυίδ	9.7.1.1 - Personal names	David	LUK 1:32
324	Δαυίδ	9.7.1.1 - Personal names	David	LUK 1:69
325	Δαυίδ	9.7.1.1 - Personal names	David	LUK 2:4
326	Δαυίδ	9.7.1.1 - Personal names	David	LUK 2:4
327	Δαυίδ	9.7.1.1 - Personal names	David	LUK 2:11
328	Δαυίδ	9.7.1.1 - Personal names	David	LUK 3:31
329	Δαυίδ	9.7.1.1 - Personal names	David	LUK 6:3
330	Δαυίδ	9.7.1.1 - Personal names	David	LUK 18:38
331	Δαυίδ	9.7.1.1 - Personal names	David	LUK 18:39
332	Δαυίδ	9.7.1.1 - Personal names	David	LUK 20:41
333	Δαυίδ	9.7.1.1 - Personal names	David	LUK 20:42
334	Δαυίδ	9.7.1.1 - Personal names	David	LUK 20:44
335	Δαυίδ	9.7.1.1 - Personal names	David	JHN 7:42
336	Δαυίδ	9.7.1.1 - Personal names	David	JHN 7:42
337	Δαυίδ	9.7.1.1 - Personal names	David	ACT 1:16
338	Δαυίδ	9.7.1.1 - Personal names	David	ACT 2:25
339	Δαυίδ	9.7.1.1 - Personal names	David	ACT 2:29
340	Δαυίδ	9.7.1.1 - Personal names	David	ACT 2:34
341	Δαυίδ	9.7.1.1 - Personal names	David	ACT 4:25
342	Δαυίδ	9.7.1.1 - Personal names	David	ACT 7:45
343	Δαυίδ	9.7.1.1 - Personal names	David	ACT 13:22
344	Δαυίδ	9.7.1.1 - Personal names	David	ACT 13:22
345	Δαυίδ	9.7.1.1 - Personal names	David	ACT 13:34
346	Δαυίδ	9.7.1.1 - Personal names	David	ACT 13:36
347	Δαυίδ	9.7.1.1 - Personal names	David	ACT 15:16
348	Δαυίδ	9.7.1.1 - Personal names	David	ROM 1:3
349	Δαυίδ	9.7.1.1 - Personal names	David	ROM 4:6
350	Δαυίδ	9.7.1.1 - Personal names	David	ROM 11:9
351	Δαυίδ	9.7.1.1 - Personal names	David	2TI 2:8
352	Δαυίδ	9.7.1.1 - Personal names	David	HEB 4:7
353	Δαυίδ	9.7.1.1 - Personal names	David	HEB 11:32
354	Δαυίδ	9.7.1.1 - Personal names	David	REV 3:7
355	Δαυίδ	9.7.1.1 - Personal names	David	REV 5:5
356	Δαυίδ	9.7.1.1 - Personal names	David	REV 22:16
357	Δεκάπολις	9.7.2.2 - Names of regions	Decapolis	MAT 4:25
358	Δεκάπολις	9.7.2.2 - Names of regions	Decapolis	MRK 5:20
359	Δεκάπολις	9.7.2.2 - Names of regions	Decapolis	MRK 7:31
360	Δερβαῖος	9.7.2.3 - Names of cities	Derbean	ACT 20:4
361	Δημήτριος	9.7.1.1 - Personal names	Demetrius	ACT 19:24
362	Δημήτριος	9.7.1.1 - Personal names	Demetrius	ACT 19:38
