	term	category	en	vrefs
20058	ἐλπίζω	3.2.7 - Expect; 3.2.7.1 - Hope	expect	1PE 3:5
20059	ἐλπίζω	3.2.7 - Expect; 3.2.7.1 - Hope	expect	2JN 1:12
20060	ἐλπίζω	3.2.7 - Expect; 3.2.7.1 - Hope	expect	3JN 1:14
20061	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 2:26
20062	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 16:19
20063	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 23:6
20064	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 24:15
20065	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 26:6
20066	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 26:7
20067	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 27:20
20068	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ACT 28:20
20069	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 4:18
20070	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 4:18
20071	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 5:2
20072	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 5:4
20073	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 5:5
20074	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 8:20
20075	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 8:24
20076	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 8:24
20077	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 8:24
20078	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 12:12
20079	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 15:4
20080	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 15:13
20081	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	ROM 15:13
20082	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1CO 9:10
20083	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1CO 9:10
20084	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1CO 13:13
20085	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	2CO 1:7
20086	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	2CO 3:12
20087	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	2CO 10:15
20088	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	GAL 5:5
20089	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	EPH 1:18
20090	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	EPH 2:12
20091	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	EPH 4:4
20092	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	PHP 1:20
20093	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	COL 1:5
20094	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	COL 1:23
20095	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	COL 1:27
20096	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1TH 1:3
20097	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1TH 2:19
20098	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1TH 4:13
20099	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1TH 5:8
20100	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	2TH 2:16
20101	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1TI 1:1
20102	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	TIT 1:2
20103	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	TIT 2:13
20104	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	TIT 3:7
20105	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	HEB 3:6
20106	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	HEB 6:11
20107	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	HEB 6:18
20108	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	HEB 7:19
20109	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	HEB 10:23
20110	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1PE 1:3
20111	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1PE 1:21
20112	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1PE 3:15
20113	ἐλπίς	3.2.7.1 - Hope	basis.for.hope	1JN 3:3
20114	ἐλωΐ	4.9.1 - God; 4.9.2 - Supernatural being	Eloi	MRK 15:34
20115	ἐλωΐ	4.9.1 - God; 4.9.2 - Supernatural being	Eloi	MRK 15:34
20116	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 3:24
20117	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 6:11
20118	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 6:23
20119	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 8:1
20120	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 8:2
20121	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 8:39
20122	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 9:1
20123	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 12:5
20124	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 15:17
20125	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 16:3
20126	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 16:7
20127	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 16:9
20128	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	ROM 16:10
20129	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 1:2
20130	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 1:4
20131	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 1:30
20132	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 3:1
20133	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 4:10
20134	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 4:15
20135	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 4:17
20136	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 15:18
20137	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 15:19
20138	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 15:31
20139	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1CO 16:24
20140	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2CO 2:17
20141	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2CO 3:14
20142	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2CO 5:17
20143	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2CO 5:19
20144	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2CO 12:2
20145	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2CO 12:19
20146	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	GAL 1:22
20147	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	GAL 2:4
20148	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	GAL 2:17
20149	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	GAL 3:14
20150	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	GAL 3:26
20151	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	GAL 3:28
20152	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 1:1
20153	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 1:3
20154	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 2:6
20155	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 2:7
20156	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 2:10
20157	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 2:13
20158	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 3:6
20159	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 3:21
20160	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	EPH 4:32
20161	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 1:1
20162	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 1:13
20163	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 1:26
20164	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 2:1
20165	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 2:5
20166	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 3:3
20167	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 3:14
20168	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 4:7
20169	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 4:19
20170	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHP 4:21
20171	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	COL 1:2
20172	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	COL 1:4
20173	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	COL 1:28
20174	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1TH 2:14
20175	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1TH 4:16
20176	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1TH 5:18
20177	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1TI 1:14
20178	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1TI 3:13
20179	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2TI 1:1
20180	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2TI 1:9
20181	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2TI 1:13
20182	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2TI 2:1
20183	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2TI 2:10
20184	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2TI 3:12
20185	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	2TI 3:15
20186	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHM 1:8
20187	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHM 1:20
20188	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	PHM 1:23
20189	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1PE 3:16
20190	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1PE 5:10
20191	ἐν Χριστῷ	4.1 - Relationships; 4.9.1 - God	in.Christ	1PE 5:14
20192	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	MAT 21:9
20193	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	MAT 23:39
20194	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	MRK 9:41
20195	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	MRK 11:9
20196	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	LUK 13:35
20197	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	LUK 19:38
20198	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	JHN 12:13
20199	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	ACT 16:18
20200	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	EPH 5:20
20201	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	COL 3:17
20202	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	2TH 3:6
20203	ἐν ὀνόματι	9.6.2.5.1 - Reason	in.the.name	1PE 4:14
20204	ἐνάλιον	1.6.1.5 - Fish	sea.creature	JAS 3:7
20205	ἐνδοξάζομαι	4.5.5 - Honor	be.honored	2TH 1:10
20206	ἐνδοξάζομαι	4.5.5 - Honor	be.honored	2TH 1:12
20207	ἐνδώμησις	6.5.2 - Parts of a building; 6.5.3 - Building materials	foundation	REV 21:18
20208	ἐντέλλομαι	4.5.3.2 - Command	command	MAT 4:6
20209	ἐντέλλομαι	4.5.3.2 - Command	command	MAT 17:9
20210	ἐντέλλομαι	4.5.3.2 - Command	command	MAT 19:7
20211	ἐντέλλομαι	4.5.3.2 - Command	command	MAT 28:20
20212	ἐντέλλομαι	4.5.3.2 - Command	command	MRK 10:3
20213	ἐντέλλομαι	4.5.3.2 - Command	command	MRK 13:34
20214	ἐντέλλομαι	4.5.3.2 - Command	command	LUK 4:10
20215	ἐντέλλομαι	4.5.3.2 - Command	command	JHN 8:5
20216	ἐντέλλομαι	4.5.3.2 - Command	command	JHN 14:31
20217	ἐντέλλομαι	4.5.3.2 - Command	command	JHN 15:14
20218	ἐντέλλομαι	4.5.3.2 - Command	command	JHN 15:17
20219	ἐντέλλομαι	4.5.3.2 - Command	command	ACT 1:2
20220	ἐντέλλομαι	4.5.3.2 - Command	command	ACT 13:47
20221	ἐντέλλομαι	4.5.3.2 - Command	command	HEB 9:20
20222	ἐντέλλομαι	4.5.3.2 - Command	command	HEB 11:22
20223	ἐντολή	4.5.3.2 - Command	order	MAT 5:19
20224	ἐντολή	4.5.3.2 - Command	order	MAT 15:3
20225	ἐντολή	4.5.3.2 - Command	order	MAT 19:17
20226	ἐντολή	4.5.3.2 - Command	order	MAT 22:36
20227	ἐντολή	4.5.3.2 - Command	order	MAT 22:38
20228	ἐντολή	4.5.3.2 - Command	order	MAT 22:40
20229	ἐντολή	4.5.3.2 - Command	order	MRK 7:8
20230	ἐντολή	4.5.3.2 - Command	order	MRK 7:9
20231	ἐντολή	4.5.3.2 - Command	order	MRK 10:5
20232	ἐντολή	4.5.3.2 - Command	order	MRK 10:19
20233	ἐντολή	4.5.3.2 - Command	order	MRK 12:28
20234	ἐντολή	4.5.3.2 - Command	order	MRK 12:31
20235	ἐντολή	4.5.3.2 - Command	order	LUK 1:6
20236	ἐντολή	4.5.3.2 - Command	order	LUK 15:29
20237	ἐντολή	4.5.3.2 - Command	order	LUK 18:20
20238	ἐντολή	4.5.3.2 - Command	order	LUK 23:56
20239	ἐντολή	4.5.3.2 - Command	order	JHN 10:18
20240	ἐντολή	4.5.3.2 - Command	order	JHN 11:57
20241	ἐντολή	4.5.3.2 - Command	order	JHN 12:49
20242	ἐντολή	4.5.3.2 - Command	order	JHN 12:50
20243	ἐντολή	4.5.3.2 - Command	order	JHN 13:34
20244	ἐντολή	4.5.3.2 - Command	order	JHN 14:15
20245	ἐντολή	4.5.3.2 - Command	order	JHN 14:21
20246	ἐντολή	4.5.3.2 - Command	order	JHN 15:10
20247	ἐντολή	4.5.3.2 - Command	order	JHN 15:10
20248	ἐντολή	4.5.3.2 - Command	order	JHN 15:12
20249	ἐντολή	4.5.3.2 - Command	order	ACT 17:15
20250	ἐντολή	4.5.3.2 - Command	order	ROM 7:8
20251	ἐντολή	4.5.3.2 - Command	order	ROM 7:9
20252	ἐντολή	4.5.3.2 - Command	order	ROM 7:10
20253	ἐντολή	4.5.3.2 - Command	order	ROM 7:11
20254	ἐντολή	4.5.3.2 - Command	order	ROM 7:12
20255	ἐντολή	4.5.3.2 - Command	order	ROM 7:13
20256	ἐντολή	4.5.3.2 - Command	order	ROM 13:9
20257	ἐντολή	4.5.3.2 - Command	order	1CO 7:19
20258	ἐντολή	4.5.3.2 - Command	order	1CO 14:37
20259	ἐντολή	4.5.3.2 - Command	order	EPH 2:15
20260	ἐντολή	4.5.3.2 - Command	order	EPH 6:2
20261	ἐντολή	4.5.3.2 - Command	order	COL 4:10
20262	ἐντολή	4.5.3.2 - Command	order	1TI 6:14
20263	ἐντολή	4.5.3.2 - Command	order	TIT 1:14
20264	ἐντολή	4.5.3.2 - Command	order	HEB 7:5
20265	ἐντολή	4.5.3.2 - Command	order	HEB 7:16
20266	ἐντολή	4.5.3.2 - Command	order	HEB 7:18
20267	ἐντολή	4.5.3.2 - Command	order	HEB 9:19
20268	ἐντολή	4.5.3.2 - Command	order	2PE 2:21
20269	ἐντολή	4.5.3.2 - Command	order	2PE 3:2
20270	ἐντολή	4.5.3.2 - Command	order	1JN 2:3
20271	ἐντολή	4.5.3.2 - Command	order	1JN 2:4
20272	ἐντολή	4.5.3.2 - Command	order	1JN 2:7
20273	ἐντολή	4.5.3.2 - Command	order	1JN 2:7
20274	ἐντολή	4.5.3.2 - Command	order	1JN 2:7
20275	ἐντολή	4.5.3.2 - Command	order	1JN 2:8
20276	ἐντολή	4.5.3.2 - Command	order	1JN 3:22
20277	ἐντολή	4.5.3.2 - Command	order	1JN 3:23
20278	ἐντολή	4.5.3.2 - Command	order	1JN 3:23
20279	ἐντολή	4.5.3.2 - Command	order	1JN 3:24
20280	ἐντολή	4.5.3.2 - Command	order	1JN 4:21
20281	ἐντολή	4.5.3.2 - Command	order	1JN 5:2
20282	ἐντολή	4.5.3.2 - Command	order	1JN 5:3
20283	ἐντολή	4.5.3.2 - Command	order	1JN 5:3
20284	ἐντολή	4.5.3.2 - Command	order	2JN 1:4
20285	ἐντολή	4.5.3.2 - Command	order	2JN 1:5
20286	ἐντολή	4.5.3.2 - Command	order	2JN 1:6
20287	ἐντολή	4.5.3.2 - Command	order	2JN 1:6
20288	ἐντολή	4.5.3.2 - Command	order	REV 12:17
20289	ἐντολή	4.5.3.2 - Command	order	REV 14:12
20290	ἐξαγοράζω	4.5.4.4 - Slave; 6.8.4.1 - Buy; 7.2.6.4 - Set free	redeem	GAL 3:13
20291	ἐξαγοράζω	4.5.4.4 - Slave; 6.8.4.1 - Buy; 7.2.6.4 - Set free	redeem	GAL 4:5
20292	ἐξαγοράζω	4.5.4.4 - Slave; 6.8.4.1 - Buy; 7.2.6.4 - Set free	redeem	EPH 5:16
20293	ἐξαγοράζω	4.5.4.4 - Slave; 6.8.4.1 - Buy; 7.2.6.4 - Set free	redeem	COL 4:5
20294	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	MAT 5:29
20295	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	MAT 18:9
20296	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	ACT 7:10
20297	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	ACT 7:34
20298	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	ACT 12:11
20299	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	ACT 23:27
20300	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	ACT 26:17
20301	ἐξαιρέω	4.4.4.4 - Save from trouble; 7.5.2.4 - Remove, take apart	remove	GAL 1:4
20302	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 7:29
20303	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 8:9
20304	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 9:6
20305	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 9:8
20306	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 10:1
20307	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 21:23
20308	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 21:23
20309	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 21:24
20310	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 21:27
20311	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MAT 28:18
20312	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 1:22
20313	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 1:27
20314	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 2:10
20315	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 3:15
20316	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 6:7
20317	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 11:28
20318	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 11:28
20319	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 11:29
20320	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 11:33
20321	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	MRK 13:34
20322	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 4:6
20323	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 4:32
20324	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 4:36
20325	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 5:24
20326	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 7:8
20327	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 9:1
20328	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 10:19
20329	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 12:5
20330	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 12:11
20331	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 19:17
20332	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 20:2
20333	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 20:2
20334	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 20:8
20335	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 20:20
20336	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 22:53
20337	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	LUK 23:7
20338	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	JHN 1:12
20339	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	JHN 5:27
20340	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	JHN 10:18
20341	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	JHN 10:18
20342	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	JHN 17:2
20343	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	JHN 19:10
20344	ἐξουσία	3.3.3.6 - Control; 3.3.4.1 - Give permission; 4.5 - Authority; 4.5.1 - Person in authority; 4.9.2 - Supernatural being	authority	JHN 19:10
