	term	domain	category	sense	AR	DC	en	es	fr	id
6653	Τέρτυλλος	PN	person		False	False	Tiberias	Alejandro	de Tyr	
6654	Τιβεριάς	PN	settlement	1	False	False	Tiberias	decir la verdad	Tyr	
6655	Τιβεριάς	PN	nature	2	False	False	Tiberius	verdadero	Tychique	
6656	Τιβέριος	PN	person		False	False	Timaeus	veraz	de verre	
6657	Τιμαῖος	PN	person		False	False	Timothy	verdad	jarre d'eau	
6658	Τιμόθεος	PN	person		False	False	Timon	verdadero	Fils de l'homme	
6659	Τίμων	PN	person		False	False	Titus	verdad	Hyménée	
6660	Τίτιος	PN	person		False	False	Titus	Halicarnaso	chambre haute	
6661	Τίτος	PN	person		False	False	abomination of desolation	extranjero	servir	
6662	τὸ	AT	morals and ethics; clean, pure, holy		False	False	name	alineado como cadena	préposé	
6663	τὸ	MI	person		False	False	bow	Hamedata	ânesse	
6664	τόξον	RE	artifacts; weapons		False	False	Trachonitis	Hamat	hypocrite	
6665	Τραχωνῖτις	PN	area		False	False	he-goat	Amam	pretendre	
6666	τράγος	FA	mammals; domestic animals		False	False	hole	Amarías	cuve du pressoir	
6667	τρῆμα	RE	artifacts		False	False	thorn plant	pecar	marchepied	
6668	τρίβολος	FL	weeds and thorns		False	False	second story	culpa	confiance	
6669	τρίστεγον	RE	constructions		False	False	way of life	pecador	sandale	
6670	τρόπος	AT	behavior		False	False	Trophimus	Imer	hypocrisie	
6671	Τρόφιμος	PN	person		False	False	turtle dove	Amonitas	haut	
6672	τρυγών	FA	birds		False	False	hole	pecado	verre	
6673	τρυμαλιά	RE	artifacts		False	False	Tryphosa	Habacuc	forêt	
6674	Τρυφῶσα	PN	person		False	False	bowl	Aminadab	hysope	
6675	τρύβλιον	RE	artifacts; containers; food		False	False	hole	puro	plus haut	
6676	τρύπημα	RE	artifacts		False	False	Tryphena	Amonita	Très-Haut	
6677	Τρύφαινα	PN	person		False	False	Troas	Amonita	hauteur	
6678	Τρῳάς	PN	settlement; area		False	False	likeness	Emaús	cochon	
6679	τύπος	RE	artifacts		False	False	Tyrannus	Amideos	manteau	
6680	Τύραννος	PN	person		False	False	Tyrian	Amón	Phanuel	
6681	Τύριος	PN	group		False	False	Tyre	cordero	lanterne	
6682	Τύρος	PN	settlement		False	False	Tychicus	Amorreos	Pharaon	
6683	Τύχικος	PN	person		False	False	of glass	viñedo	Pharisien	
6684	ὑάλινος	RE	artifacts		False	False	pitcher	Alón	Phalek	
6685	ὑδρία	RE	artifacts; containers; food		False	False	Son of Man	Amós	fantôme	
6686	υἱὸς	BE	supernatural beings and powers; titles		False	False	Hymenaeus	Anael	Pharès	
6687	Ὑμέναιος	PN	person		False	False	upstairs room	examinar	mangeoire	
6688	ὑπερῷον	RE	constructions		False	False	serve	Ananías	mangeoire	
6689	ὑπηρετέω	AT	authority		False	False	official	Ananiel	Félix	
6690	ὑπηρέτης	BE	people; serve; authority		False	False	pack animal	Ananías	Festus	
6691	ὑποζύγιον	FA	mammals; domestic animals		False	False	hypocrite	Hanan	cuvette	
6692	ὑποκριτής	BE	people; behavior; truth		False	False	pretend	Anasib	amour fraternel	
6693	ὑποκρίνομαι	AT	truth		False	False	wine trough	volver	Philadelphie	
6694	ὑπολήνιον	RE	constructions; food		False	False	footstool	manera de vivir	bonté	
6695	ὑποπόδιον	RE	artifacts; furnishings		False	False	confidence	muralla	amour de l'argent	
6696	ὑποστασις	AT	truth		False	False	sandal	levantamiento	aimant ce qui est bon	
6697	ὑπόδημα	RE	artifacts; clothing		False	False	hypocrisy	Andrónico	aimant son frère en Christ ou son prochain	
6698	ὑπόκρισις	AT	truth		False	False	high	sin compasión	ami de l'argent	
6699	ὑψηλός	AT	size		False	False	glass	sin mancha	aimer	
6700	ὕαλος	RE	artifacts		False	False	forest	Anán	livré au plaisir	
6701	ὕλη	FL	plants		False	False	hyssop	Anías	Philémon	
6702	ὕσσωπος	FL	rituals; religious activities		False	False	highest	Aniut	Philippien	
6703	ὕψιστος	AT	size	1	False	False	Most High	Anunos	amour	
6704	ὕψιστος	BE	supernatural beings and powers; titles	2	False	False	height	transgresión	adv. Avec hospitalité	
6705	ὕψος	AT	size		False	False	sow	maldad	aimant Dieu	
6706	ὗς	FA	mammals; domestic animals		False	False	cloak	Antilíbano	Philologue	
6707	φαιλόνης	RE	clothing		False	False	Phanuel	Ciudadano de Antioquía	aimer	
6708	Φανουήλ	PN	person		False	False	lantern	Antioquía	aimant son mari	
6709	φανός	RE	artifacts; tools		False	False	Pharaoh	Antióquida	égoïste	
6710	Φαραώ	PN	titles		False	False	Pharisee	Antioquía	Philétos	
6711	Φαρισαῖος	PN	group		False	False	Peleg	Antíoco	Philippes	
6712	Φάλεκ	PN	person		False	False	apparition	Antíoco	Philippe	
6713	φάντασμα	BE	supernatural beings and powers		False	False	Perez	Antípatro	Philippe	
6714	Φάρες	PN	person		False	False	feed box	Vanías	Philippe	
6715	φάτνη	RE	constructions; animal husbandry	1	False	False	stall	poner fuera	ami	
6716	φάτνη	RE	constructions; animal husbandry	2	False	False	Felix	Apame	Phlégon	
6717	Φῆλιξ	PN	person		False	False	Festus	incrédulo	craintif	
6718	Φῆστος	PN	person		False	False	bowl	infidelidad	trans. craindre	
6719	φιάλη	RE	artifacts; containers; food		False	False	love for one's fellow believer	registro	trans. craindre	
6720	φιλαδελφία	AT	kinship; affection		False	False	Philadelphia	to be registered	trans. craindre	
6721	Φιλαδέλφεια	PN	settlement		False	False	kindness	cisterna	Phénicie	
6722	φιλανθρωπία	AT	affection		False	False	love of money	Apolófanes	Phœbé	
6723	φιλαργυρία	AT	affection; money; wealth; morals and ethics		False	False	liking what is good	Apolonio	Phénix	
6724	φιλάγαθος	AT	affection; morals and ethics		False	False	one who loves fellow believers	Apolonio	palmier	
6725	φιλάδελφος	BE	people; affection		False	False	loving wealth	Apolonio	Fortunatus	
6726	φιλάργυρος	AT	affection; money; wealth; people; morals and ethics		False	False	love	Apolonio	vue ou événement redoutable	
6727	φιλέω	AT	affection		False	False	loving pleasure	Apolonio	crainte	
6728	φιλήδονος	AT	affection; morals and ethics		False	False	Philemon	Apolonio	crainte	
6729	Φιλήμων	PN	person		False	False	Philippian	liberar	crainte	
6730	Φιλιππήσιος	PN	group		False	False	friendship	enviado	taxe	
6731	φιλία	AT	affection		False	False	hospitably	Afús	fouet	
6732	φιλοφρόνως	AT	affection		False	False	loving God	destrucción	barrière	
6733	φιλόθεος	AT	people; supernatural beings and powers; affection		False	False	Philologus	Arabia	penser	
6734	Φιλόλογος	PN	person		False	False	loving dearly	Ararat	manière de pensée	
6735	φιλόστοργος	AT	affection		False	False	having love for one's husband	Arbata	Phrygie	
6736	φίλανδρος	AT	affection; marriage		False	False	selfish love	Arbela	branche	
6737	φίλαυτος	AT	affection; morals and ethics		False	False	Philetus	inútil	phylactère	
6738	Φίλητος	PN	person		False	False	Philippi	plata	tribu	
6739	Φίλιπποι	PN	settlement		False	False	Philip	vajilla de plata	plante	
6740	Φίλιππος	PN	person	1	False	False	Philip	Árah	Phygèle	
6741	Φίλιππος	PN	person	2	False	False	Philip	Aretas	feuille	
6742	Φίλιππος	PN	person	3	False	False	friend	Ariarate	Chaldéen	
6743	φίλος	BE	people; affection		False	False	Phlegon	Aristóbulo	bride	
6744	Φλέγων	PN	person		False	False	fearful	Arifo	vase de bronze	
6745	φοβερός	AT	confidence		False	False	fear	Arioc	Cananéenne	
6746	φοβέομαι	AT	confidence	1	False	False	fear	Arceseo	Canaan	
6747	φοβέομαι	AT	confidence; worship; honor, respect, status	2	False	False	respect	conductor del carro de guerra	accorder librement	
6748	φοβέομαι	AT	confidence; honor, respect, status	3	False	False	Phoenicia	adaptarse	accorder	
6749	Φοινίκη	PN	area		False	False	Phoebe	Arom	Charan	
6750	Φοίβη	PN	person		False	False	Phoenix	arar	marque	
6751	Φοῖνιξ	PN	settlement		False	False	palm tree	Arufeo	barricade	
6752	φοῖνιξ	FL	trees; fruits		False	False	Fortunatus	Arseo	faveur	
6753	Φορτουνᾶτος	PN	person		False	False	dreadful event or sight	Arsaces	cadeau	
6754	φόβητρον	AT	confidence		False	False	fear	Arsinoe	remerciment	
6755	φόβος	AT	confidence	1	False	False	fear	Artajerjes	don	
6756	φόβος	AT	confidence; worship; honor, respect, status	2	False	False	respect	Arfaxad	papier	
6757	φόβος	AT	confidence; honor, respect, status	3	False	False	tribute tax	comienzo	nommer	
6758	φόρος	MI	tax; authority		False	False	whip	sumo sacerdote	Chérubins	
6759	φραγέλλιον	RE	artifacts; punishment; control		False	False	fence	Hasabías	tunique	
6760	φραγμός	RE	constructions		False	False	think	Hasadías	les habits	
6761	φρονέω	AT	intellect; psychological faculties		False	False	mind	Seal	Chio	
6762	φρόνημα	AT	intellect; psychological faculties		False	False	Phrygia	Asaías	manteau	
6763	Φρυγία	PN	area		False	False	dry wood	Asná	Chloé	
6764	φρύγανον	FL	fuel		False	False	phylactery	Harhás	vert-jaune	
6765	φυλακτήριον	RE	worship; rituals		False	False	tribe	Asaf	porc	
6766	φυλή	BE	people; groups		False	False	plant	Esarhadón	Chorazin	
6767	φυτεία	FL	plants		False	False	Phygelus	Azgad	Chouza	
6768	Φύγελος	PN	person		False	False	leaf	Azgad	herbe	
6769	φύλλον	FL	parts		False	False	Chaldean	Serebías	herbe	
6770	Χαλδαῖος	PN	group		False	False	bit	Hasabías	oracle	
6771	χαλινός	RE	artifacts; animal husbandry; control		False	False	bronze vessel	Asibias	être aimable	
6772	χαλκίον	RE	artifacts; containers		False	False	Canaanite	Hasideos	aimable	
6773	Χαναναῖος	PN	area; group		False	False	Canaan	Asiel	bonté	
6774	Χανάαν	PN	area		False	False	show kindness towards	Hasufá	la plupart de pl. possessions	
6775	χαριτόω	AT	grace		False	False	grant	Asia	Chrétien	
6776	χαρίζομαι	AT	possession; grace; atone, forgive		False	False	Haran	Ascalón	Christ	
6777	Χαρράν	PN	settlement		False	False	likeness	odre	Christ	
6778	χάραγμα	RE	artifacts		False	False	palisade	Asmodeo	oindre	
6779	χάραξ	RE	constructions		False	False	favor	Asmodeo	onction	
6780	χάρις	AT	grace	1	False	False	gift	Hasum	or	
6781	χάρις	AT	possession; grace	2	False	False	thanks	Asur	bijoux d'or	
6782	χάρις	AT	communication	3	False	False	gift	escudo pequeño	portant un anneau d'or	
6783	χάρισμα	AT	grace		False	False	sheet of paper	escudo	or	
6784	χάρτης	RE	artifacts; writing		False	False	elect	Selomit	faux apôtre	
6785	χειροτονέω	MI	choice		False	False	cherubim	Soféret	faux prophète	
6786	Χερούβ	RE	artifacts; supernatural beings and powers; religious activities		False	False	tunic	Hasor	faux-Christ	
6787	χιτών	RE	artifacts; clothing	1	False	False	garment	Asirio	individu	
6788	χιτών	RE	artifacts; clothing	2	False	False	Chios	Asiria	individu	
6789	Χίος	PN	area		False	False	cloak	Asiria	non spirituel	
6790	χλαμύς	RE	artifacts; clothing		False	False	Chloe	Astin	Hosanna	
6791	Χλόη	PN	person		False	False	plant	Astiages	Osée	
6792	χλωρόν	FL	parts		False	False	pig	seguro	Aaronite	
6793	χοῖρος	FA	mammals; domestic animals		False	False	Chorazin	con cuidado	Aaron	
6794	Χοραζίν	PN	settlement		False	False	Chuza	Asfarasus	Obadiah	
6795	Χουζᾶς	PN	person		False	False	small plants	Asfar	Abataza	
6796	χόρτος	FL	grasses	1	False	False	sprout	seguridad	Abel	
6797	χόρτος	FL	parts	2	False	False	divine answer	Hasor	Absalom	
6798	χρηματισμός	MI	supernatural beings and powers; communication		False	False	be kind	Ater	Abiram	
6799	χρηστεύομαι	AT	morals and ethics		False	False	good	Atargatis	Abishua	
6800	χρηστός	AT	morals and ethics		False	False	kindness	Ater	Aboubas	
6801	χρηστότης	AT	morals and ethics		False	False	money	Hatitá	d'Abraham	
6802	χρῆμα	RE	artifacts; money		False	False	Christian	Atarías	Abraham	
6803	Χριστιανός	PN	group		False	False	anointed one	Hatifá	d'Abraham	
6804	Χριστός	BE	people; anoint; rituals	1	False	False	Christ	camino	Abrona	
6805	Χριστός	PN	titles; person	2	False	False	anoint	Atarates	Hagab	
6806	χρίω	RI	anoint		False	False	anointing	Hatús	bienfaits	
6807	χρῖσμα	RI	anoint		False	False	gold	Avarán	bonté	
6808	χρυσίον	RE	nature; metals	1	False	False	gold jewelry	Agia	aimer	
6809	χρυσίον	RE	artifacts; ornaments	2	False	False	wearing a gold ring	cortina	bien-aimé	
6810	χρυσοδακτύλιος	RE	artifacts; ornaments		False	False	gold money	del patio	Agar	
6811	χρυσός	RE	artifacts; money		False	False	false apostle	flauta	amour	
6812	ψευδαπόστολος	BE	people; communication; truth		False	False	false prophet	Auranos	Angaba	
6813	ψευδοπροφήτης	BE	people; communication; prophecy, vision; truth		False	False	false christ	Hodías	Aggaios	
6814	ψευδόχριστος	BE	people; antichrist; truth		False	False	life	Efraín	récipient	
6815	ψυχή	MI	life and death	1	False	False	inner self	Aferra	consécration	
6816	ψυχή	MI	psychological faculties	2	False	False	natural	perdonar	Hattil	
6817	ψυχικός	AT	life and death; nature		False	False	Hosanna	Ajicar	consacrer	
6818	ὡσαννά	MI	help, protect, save; worship		False	False	Hosea	Hacufá	sainteté	
6819	Ὡσηέ	PN	person		False	False	descendant of Aaron	Ajicar	sanctuaire	
6820	Ἀαρωνίδης	BE	person		False	True	Aaron	Ajicar	purifièr	
6821	Ααρων	PN	person		False	True	Obadiah	Ahitub	pur	
6822	Αβαδιας	PN	person		False	True	Abagtha	Ajicar	place publique	
6823	Αβαταζα	PN	person		False	True	Abel	Aquior	place publique	
6824	Αβελ	PN	person		False	True	Absalom	Ajicar	achète	
6825	Αβεσσαλωμ	PN	person		False	True	Abiram	Acrateo	rue	
6826	Αβιρων	PN	person		False	True	Abishua	Absalón	manière de vivre	
6827	Αβισουε	PN	person		False	True	Abubus	abismo	Adam	
6828	Ἀβούβος	PN	person		False	True	descendant of Abraham	ídolo	Addan	
6829	Ἀβρααμίτις	BE	person		False	True	Abraham	ángel	Adar	
6830	Αβρααμ	PN	person		False	True	of Abraham	mensajero	Adasa	
6831	Αβραμιαῖος	AT	person		False	True	Abron	santo	Iddo	
6832	Αβρωνα	PN	nature		False	True	Hagab	injusto	Iddo	
6833	Αγαβα	PN	person		False	True	to do good	pan sin levadura	Addi	
6834	ἀγαθοποιέω	MI	morals and ethics		False	True	beneficent	Azoto	Addus	
6835	ἀγαθοποιός	MI	behavior; morals and ethics		False	True	to love	ilegal	sœur	
6836	ἀγαπάω	AT	attitudes and emotions		False	True	desirable	yunque	frère	
6837	ἀγαπητός	AT	attitudes and emotions		False	True	Hagar	ciudadela	amitié	
6838	Αγαρ	PN	person		False	True	love	saltamontes	Adida	
6839	ἀγάπη	AT	attitudes and emotions		False	True	Hagabah	Alcimo	nuire	
6840	Αγγαβα	PN	person		False	True	Haggai	cadena	méfaits	
6841	Αγγαιος	PN	person		False	True	containers	carro	Adin	
6842	ἀγγεῖον	RE	food		False	True	sanctuary	vid	crime	
6843	ἁγιασμός	RE	sanctuary		False	True	Hattil	sin mancha	injustement	
6844	Αγια	PN	person		False	True	to hallow	flor	Adouël	
6845	ἁγιάζω	RI	holiness		False	True	holiness	Ana	Adonikam	
6846	ἁγιότης	AT	holiness		False	True	sanctuary	malvado	Adora	
6847	ἁγίασμα	RE	sanctuary		False	True	to cleanse	eje	Hermon	
6848	ἁγνίζω	RI	clean, pure, holy		False	True	pure	Arvad	Azael	
6849	ἁγνός	AT	clean, pure, holy		False	True	square	Árabe	Azarias	
6850	ἀγορανομία	RE	commerce		False	True	square	Ario	Azetas	
6851	ἀγορά	RE	commerce		False	True	to buy	oso	Azaru	
6852	ἀγοράζω	MI	commerce		False	True	street	carro de guerra	interdite par la loi	
6853	ἀγυιά	RE	road		False	True	way	arado	Athénien	
6854	ἀγωγή	MI	behavior		False	True	Adam	pan	Athénobius	
6855	Αδαμ	PN	person		False	True	Addan	jefe	Assour	
6856	Αδαν	PN	person		False	True	Adar	Átalo	Assyrie	
6857	Αδαρ	PN	calendar		False	True	Adasa	liberación	Ein-Guèdi	
6858	Αδασα	PN	settlement		False	True	Iddo	Balsamus	Egyptiens	
6859	Αδδαιον	PN	person		False	True	Iddo	Baal	Ethiopie	
6860	Αδδαιω	PN	person		False	True	Addi	Baaná	Aïsor	
6861	Αδδι	PN	person		False	True	Addus	Baní	époque	
6862	Αδδους	PN	person		False	True	sister	Bebai	eternel	
6863	ἀδελφή	BE	people; kinship		False	True	brother	Babilonia	Egypte	
6864	ἀδελφός	BE	people; kinship		False	True	brotherhood	Babilonios	eternal	
6865	ἀδελφότης	MI	community; kinship		False	True	Adida	Babilonios	chat	
6866	Αδιδα	PN	settlement		False	True	to be unjust	Babilonia	chèvre	
6867	ἀδικέω	AT	morals and ethics		False	True	wrongdoing	Bigvai	sang	
6868	ἀδικία	MI	morals and ethics		False	True	Adin	Bigvai	impureté	
6869	Αδινος	PN	person		False	True	injustice	Bagoas	Hakkatan	
6870	ἀδίκημα	AT	morals and ethics		False	True	unjustly	Bazán	impur	
6871	ἀδίκως	AT	morals and ethics		False	True	Aduel	Beón	epée	
6872	Αδουηλ	PN	person		False	True	Adonikam	Betbasí	Akkarôn	
6873	Αδωνικαμ	PN	person		False	True	Adora	Bet-zacarías	Akkôs	
6874	Αδωρα	PN	settlement		False	True	Hermon	Betel	Akkub	
6875	Αερμων	PN	area		False	True	Azael	Betlomon	Akkub	
6876	Αζαηλος	PN	person		False	True	Azarias	Bet-seán	Hakupha	
6877	Αζαριας	PN	person	1	False	True	Azarias	Bet-sur	Akrabattène	
6878	Αζαριας	PN	person	2	False	True	Azarias	Bet-horón	sauterelle	
6879	Αζαριας	PN	person	3	False	True	Azarias	Ibleam	inciconcision	
6880	Αζαριας	PN	person	4	False	True	Azarias	Betasmon	acropole	
6881	Αζαρια	PN	person		False	True	Azetas	Betirus	poule	
6882	Αζητας	PN	person		False	True	Azaru	Betel	Aléma	
6883	Αζουρος	PN	person		False	True	unlawful	Betomestaim	Aléma	
6884	ἀθέμιτος	MI	crime		False	True	Athenian	Betomestaim	Alexandrie	
6885	Ἀθηναῖος	PN	group		False	True	Athenobius	Betulia	Alexandria	
6886	Ἀθηνόβιος	PN	person		False	True	Assyria	Bacenor	Alexandrian	
6887	Αθουριας	PN	area		False	True	Assyria	Báquides	Alexandre	
6888	Αθουρ	PN	area		False	True	Engedi	Zacur	dire la vérité	
6889	Αιγγαδοις	PN	locale		False	True	Egyptian	Ibleam	vrai	
6890	Αἰγύπτιος	PN	group		False	True	Ethiopia	bolsa	réel	
6891	Αἰθιοπία	PN	area		False	True	Aesora	Belnus	en vérité	
6892	Αισωρα	PN	settlement		False	True	lifetime	Belsasar	adv. vraiment	
6893	αἰών	MI	time		False	True	without beginning	Benaías	vérité	
6894	αἰώνιος	AT	time		False	True	Egypt	Baní	Halicarnasse	
6895	Αἴγυπτος	PN	area		False	True	everlasting	Benaías	étranger	
6896	ἀΐδιος	AT	time		False	True	cat	Binuy	en forme d'une chaine	
6897	αἴλουρος	FA	mammals		False	True	goat	lavarse	Hamadathos	
6898	αἴξ	FA	mammals		False	True	blood	Barea	Hamath	
6899	αἷμα	MI	body		False	True	physical and ritual impurity	Cadés-barnea	Haman	
6900	ἀκαθαρσία	MI	clean, pure, holy		False	True	Hakkatan	Baruc	Amariah	
6901	Ακαταν	PN	person		False	True	impure	Barcós	pécher	
6902	ἀκάθαρτος	MI	clean, pure, holy		False	True	sword	Barodis	péché	
6903	ἀκινάκης	RE	weapons; warfare		False	True	Ekron	Baslut	coupable	
6904	Ακκαρων	PN	settlement		False	True	Accos	Besai	Immer	
6905	Ακκως	PN	person		False	True	Akkub	reino	Ammanitide	
6906	Ακουβ	PN	person		False	True	Akkub	rey	péché	
6907	Ακουδ	PN	person		False	True	Hakupha	palacio	Habacuc	
6908	Ακουφ	PN	person		False	True	Akrabattene	real	Aminadab	
6909	Ακραβαττήνη	PN	locale		False	True	locust	reina	pur	
6910	ἀκρίς	FA	insects, spiders, and worms		False	True	foreskin	Bascama	Ammonite	
6911	ἀκροβυστία	MI	body; rituals		False	True	fortress	Besai	Ammanitide	
6912	ἀκρόπολις	RE	buildings		False	True	chicken	Batané	Emmaüs	
6913	ἀλεκτρυών	FA	birds		False	True	Alema	Banas	Ammidians	
6914	Αλεμα	PN	settlement		False	True	Alema	rama de palma	Ammon	
6915	Αλεμοι	PN	settlement		False	True	Alexandrians	bárbaro	agneau	
6916	Ἀλεξανδρεύς	PN	group		False	True	Alexandria	fortaleza	Amorites	
6917	Ἀλεξάνδρεια	PN	settlement		False	True	Alexandrian	Bartacus	vigne	
6918	Ἀλεξάνδρειος	PN	group		False	True	Alexander	base	Ami	
6919	Ἀλέξανδρος	PN	person		False	True	to speak the truth	rana	Amos	
6920	ἀληθεύω	MI	truth		False	True	true	profanar	Anaël	
6921	ἀληθής	MI	truth		False	True	truthful	Bilsán	interroger	
6922	ἀληθινός	AT	truth		False	True	in truth	Beltemus	Ananias	
6923	ἀληθινῶς	MI	truth		False	True	truly	Beltemo	Ananiel	
6924	ἀληθῶς	MI	truth		False	True	thummim	Bectilet	Ananie	
6925	ἀλήθεια	RE	religious activities		False	True	Halicarnassus	Ibleam	Hana	
6926	Ἁλικαρνασσός	PN	settlement		False	True	of another tribe	plataforma de tiro	Anasib	
6927	ἀλλόφυλος	MI	group		False	True	scale armor	Benjamín	revenir	
6928	ἁλυσιδωτός	RE	warfare		False	True	Hammedatha	Beerot	façon d'être	
6929	Αμαδαθος	PN	person		False	True	Hamath	Bescaspasmis	muraille	
6930	Ἁμαθῖτις	PN	settlement		False	True	Haman	Bislam	résurrection	
6931	Αμαν	PN	person		False	True	Amariah	profano	Andronique	
6932	Ἀμαρίας	PN	person		False	True	to do wrong	flecha	sans pitié	
6933	ἁμαρτάνω	MI	morals and ethics		False	True	guilt	Berea	au-dessus de tout reproche	
6934	ἁμαρτία	MI	morals and ethics		False	True	sinning	Bebai	Annan	
6935	ἁμαρτωλός	MI	morals and ethics		False	True	Immer	Bebai	Annias	
6936	Αμαρ	PN	person		False	True	Ammonite	Bet Dagón	Anniuth	
6937	Αμάνιτος	PN	group		False	True	sin	Bet-zet	Annunus	
6938	ἁμάρτημα	MI	morals and ethics		False	True	Habakkuk	Bel	méchanceté	
6939	Αμβακουμ	PN	person		False	True	Amminadab	Hijo de Jonatán	adv. sans la loi juive	
6940	Αμιναδαβ	PN	person		False	True	undefiled	Beerot	Antiliban	
6941	ἀμίαντος	MI	clean, pure, holy		False	True	Ammonite	estrado	Antiochien	
6942	Αμμανίτης	PN	group		False	True	Ammon	colección de libros	Antioche	
6943	Αμμανῖτις	PN	person		False	True	Emmaus	biblioteca	Antiokhis	
6944	Αμμαους	PN	settlement		False	True	Ammidians	rollo	Antioche	
6945	Αμμιδαιοι	PN	group		False	True	Ammon	vivir	Antiochus	
6946	Αμμων	PN	person		False	True	sheep	rollo	Antiochus	
6947	ἀμνός	FA	mammals		False	True	Amorite	vida	Antipater	
6948	Ἀμορραῖος	PN	group		False	True	vineyard	blasfemar	Vaniah	
6949	ἀμπελών	FL	plants		False	True	Ami	blasfemia	reprendre	
6950	Αμων	PN	person		False	True	Amos	blasfemo	Apame	
6951	Αμως	PN	person		False	True	Anael	Buquí	ne pas réussir ou refuser de croire	
6952	Αναηλ	PN	person		False	True	to examine	yugo	incrédulité	
6953	ἀνακρίνω	MI	intellect		False	True	Hananiah	Reelaías	enregistrement	
6954	Ανανιας	PN	person		False	True	Ananiel	Bosrá	pour s'enregistrer	
6955	Ανανιηλ	PN	person		False	True	Ananias	Bosor	bassin	
6956	Ανανιος	PN	person		False	True	Hana	pasto	Apollophane	
6957	Αναν	PN	person		False	True	Anasib	Bugatán	Apollonius	
6958	Ανασιβ	PN	person		False	True	to turn upside down	Bugai	Apollonius	
6959	ἀναστρέφω	MI	?		False	True	way of life	res	Apollonius	
6960	ἀναστροφή	MI	behavior		False	True	boundary wall	hoyo	Apollonius	
6961	ἀνάλημμα	RE	constructions		False	True	resurrection	lino fino	Apollonius	
6962	ἀνάστασις	AT	life		False	True	Andronicus	altar	Apollonius	
6963	Ἀνδρόνικος	PN	person		False	True	merciless	Boraze	absous	
6964	ἀνελεήμων	AT	compassion		False	True	blameless	Gabael	apostolat	
6965	ἀνέγκλητος	AT	guilt, responsibility		False	True	Annan	Gabael	Apphous	
6966	Ανναν	PN	person		False	True	Annias	Gabata	destruction	
6967	Αννιας	PN	person		False	True	Anniuth	Gabael	Arabie	
6968	Αννιουθ	PN	person		False	True	Annunus	Gueba	Ararat	
6969	Αννουνος	PN	person		False	True	transgression	Gabrí	Arbatta	
6970	ἀνομία	AT	sin		False	True	wickedly	Gadí	Arbèles	
6971	ἀνόμως	AT	sin		False	True	Antilebanon	Guézer	désoeuvré	
6972	Ἀντιλίβανος	PN	nature		False	True	Antiochian	Gazera	argent	
6973	Ἀντιοχεύς	PN	group		False	True	Antioch	Guézer	vaisselle d'argent	
6974	Ἀντιοχία	PN	settlement		False	True	Antiochis	Guézer	Arah	
6975	Ἀντιοχίς	PN	person		False	True	Antioch	tesoro	Arétas	
6976	Ἀντιόχεια	PN	settlement		False	True	Antiochus	Gabá	Ariarathe	
6977	Ἀντίοχον	PN	person		False	True	Antiochus	Gai	Aristobule	
6978	Ἀντίοχος	PN	person		False	True	Antipater	lanza	Arsiphurith	
6979	Ἀντίπατρος	PN	person		False	True	Vaniah	Galaad	Ariokh	
6980	Ανως	PN	person		False	True	to put away from	Galaad	Arkésaïos	
6981	ἀπαλλάσσω	MI	separation		False	True	Apame	Gálatas	char	
6982	Ἀπάμη	PN	person		False	True	to not believe in	Galilea	fiancer	
6983	ἀπιστέω	MI	truth; faith		False	True	unfaithfulness	Gamael	Arom	
6984	ἀπιστία	AT	faithfulness		False	True	register	Guerizim	labourer	
6985	ἀπογραφή	MI	writing		False	True	to be registered	Guersón	Arouphaïos	
6986	ἀπογράφομαι	MI	census; writing		False	True	cistern	Gas	Arsaïos	
6987	ἀποδοχεῖον	RE	containers		False	True	Apollophanes	Gaza	Arsace	
6988	Ἀπολλοφάνης	PN	person		False	True	Apollonius	Galilea	Arsinoe	
6989	Ἀπολλώνιος	PN	person	1	False	True	Apollonius	Gedur	Artaxerxès	
6990	Ἀπολλώνιος	PN	person	2	False	True	Apollonius	Gedeón	Arphaxad	
6991	Ἀπολλώνιος	PN	person	3	False	True	Apollonius	Geneo	commencement	
6992	Ἀπολλώνιος	PN	person	4	False	True	Apollonius	Genesaret	grand prêtre	
6993	Ἀπολλώνιος	PN	person	5	False	True	Apollonius	Gergeseos	Hashabiah	
6994	Απολλώνιος	PN	person		False	True	to acquit from	Gerra	Hasadias	
6995	ἀπολύω	MI	guilt, responsibility		False	True	sending away	Gosén	Sheal	
6996	ἀποστολή	MI	separation		False	True	Apphus	Gihón	Asaias	
6997	Απφους	PN	person		False	True	destruction	tierra	Asnah	
6998	ἀπώλεια	MI	destruction		False	True	Arabia	imagen tallada	Hasrah	
6999	Ἀραβία	PN	area		False	True	Ararat	tallado	Asaph	
7000	Αραρατ	PN	nature		False	True	Arbatta	grabado	Esarhaddon	
7001	Αρβαττοις	PN	area		False	True	Arbela	tallar	Azgad	
7002	Αρβηλος	PN	settlement		False	True	idle	Godolías	Azgad	
7003	ἀργός	AT	purpose		False	True	money	Otoniel	Sherebiah	
7004	ἀργύριον	RE	money		False	True	silver bowl	Goliat	Hashabiah	
7005	ἀργύρωμα	RE	containers		False	True	Arah	Gorgias	Asibias	
7006	Αρεε	PN	person		False	True	Aretas	Gortina	Assidéens	
7007	Ἀρέτας	PN	person		False	True	Ariarathes	escribano	Ariel	
7008	Ἀριαράθης	PN	person		False	True	Aristobulus	escrito	Hasupha	
