	term	domain	es	vrefs	silnlp_line_number
0	אֲבַגְתָא	PN	Abagtá	EST 1:10	12716.0
6	אֲבִי	PN	Abí	2KI 18:2	10030.0
7	אֲבִי	PN	Abiézer	JDG 6:11	6667.0
8	אֲבִי	PN	Abiézer	JDG 6:24	6680.0
9	אֲבִי	PN	Abiézer	JDG 8:32	6753.0
10	אֲבִי־עַלְבוֹן	PN	Abí-albón	2SA 23:31	8687.0
11	אֲבִיאֵל	PN	Abiel	1SA 9:1	7394.0
12	אֲבִיאֵל	PN	Abiel	1SA 14:51	7561.0
13	אֲבִיאֵל	PN	Abiel	1CH 11:32	10709.0
14	אֲבִיאָסָף	PN	Abiasaf	EXO 6:24	1680.0
15	אֲבִיגַיִל	PN	Abigail	1SA 25:3	7867.0
16	אֲבִיגַיִל	PN	Abigail	1SA 25:14	7878.0
17	אֲבִיגַיִל	PN	Abigail	1SA 25:18	7882.0
18	אֲבִיגַיִל	PN	Abigail	1SA 25:18	7882.0
19	אֲבִיגַיִל	PN	Abigail	1SA 25:23	7887.0
20	אֲבִיגַיִל	PN	Abigail	1SA 25:32	7896.0
21	אֲבִיגַיִל	PN	Abigail	1SA 25:36	7900.0
22	אֲבִיגַיִל	PN	Abigail	1SA 25:39	7903.0
23	אֲבִיגַיִל	PN	Abigail	1SA 25:40	7904.0
24	אֲבִיגַיִל	PN	Abigail	1SA 25:42	7906.0
25	אֲבִיגַיִל	PN	Abigail	1SA 27:3	7936.0
26	אֲבִיגַיִל	PN	Abigail	1SA 30:5	7986.0
27	אֲבִיגַיִל	PN	Abigail	2SA 2:2	8054.0
28	אֲבִיגַיִל	PN	Abigail	2SA 3:3	8087.0
29	אֲבִיגַיִל	PN	Abigail	2SA 3:3	8087.0
30	אֲבִיגַיִל	PN	Abigail	1CH 3:1	10366.0
31	אֲבִיגַיִל	PN	Abigail	2SA 17:25	8477.0
32	אֲבִיגַיִל	PN	Abigail	1CH 2:16	10326.0
33	אֲבִיגַיִל	PN	Abigail	1CH 2:17	10327.0
34	אֲבִידָן	PN	Abidán	NUM 1:11	3616.0
35	אֲבִידָן	PN	Abidán	NUM 2:22	3681.0
36	אֲבִידָן	PN	Abidán	NUM 7:60	3911.0
37	אֲבִידָן	PN	Abidán	NUM 7:65	3916.0
38	אֲבִידָן	PN	Abidán	NUM 10:24	4013.0
39	אֲבִידָע	PN	Abidá	GEN 25:4	663.0
40	אֲבִידָע	PN	Abidá	1CH 1:33	10289.0
41	אֲבִיָּה	PN	Abías	1CH 7:8	10547.0
42	אֲבִיָּה	PN	Abías	1CH 2:24	10334.0
43	אֲבִיָּה	PN	Abías	1SA 8:2	7373.0
44	אֲבִיָּה	PN	Abías	1CH 5:39	10471.0
45	אֲבִיָּה	PN	Abías	1CH 24:10	11030.0
46	אֲבִיָּה	PN	Abías	1CH 3:10	10375.0
47	אֲבִיָּה	PN	Abías	2CH 11:20	11439.0
48	אֲבִיָּה	PN	Abías	2CH 11:22	11441.0
49	אֲבִיָּה	PN	Abías	2CH 12:16	11458.0
50	אֲבִיָּה	PN	Abías	2CH 13:1	11459.0
51	אֲבִיָּה	PN	Abías	2CH 13:2	11460.0
52	אֲבִיָּה	PN	Abías	2CH 13:3	11461.0
53	אֲבִיָּה	PN	Abías	2CH 13:4	11462.0
54	אֲבִיָּה	PN	Abías	2CH 13:15	11473.0
55	אֲבִיָּה	PN	Abías	2CH 13:17	11475.0
56	אֲבִיָּה	PN	Abías	2CH 13:19	11477.0
57	אֲבִיָּה	PN	Abías	2CH 13:22	11480.0
58	אֲבִיָּה	PN	Abías	2CH 13:23	11481.0
59	אֲבִיָּה	PN	Abías	1KI 14:1	9222.0
60	אֲבִיָּה	PN	Abí	2CH 29:1	11797.0
61	אֲבִיָּה	PN	Abías	NEH 10:9	12561.0
62	אֲבִיָּה	PN	Abías	NEH 12:4	12632.0
63	אֲבִיָּה	PN	Abías	NEH 12:17	12645.0
64	אֲבִיָּהוּ	PN	Abiam	2CH 13:20	11478.0
65	אֲבִיָּהוּ	PN	Abiam	2CH 13:21	11479.0
66	אֲבִיהוּא	PN	Abihú	EXO 6:23	1679.0
67	אֲבִיהוּא	PN	Abihú	EXO 24:1	2179.0
68	אֲבִיהוּא	PN	Abihú	EXO 24:9	2187.0
69	אֲבִיהוּא	PN	Abihú	EXO 28:1	2295.0
70	אֲבִיהוּא	PN	Abihú	LEV 10:1	2979.0
71	אֲבִיהוּא	PN	Abihú	NUM 3:2	3695.0
72	אֲבִיהוּא	PN	Abihú	NUM 3:4	3697.0
73	אֲבִיהוּא	PN	Abihú	NUM 26:60	4551.0
74	אֲבִיהוּא	PN	Abihú	NUM 26:61	4552.0
75	אֲבִיהוּא	PN	Abihú	1CH 5:29	10461.0
76	אֲבִיהוּא	PN	Abihú	1CH 24:1	11021.0
77	אֲבִיהוּא	PN	Abihú	1CH 24:2	11022.0
78	אֲבִיהוּד	PN	Abihud	1CH 8:3	10582.0
79	אֲבִיהַיִל	PN	Abihail	1CH 2:29	10339.0
80	אֲבִיהַיִל	PN	Abihail	2CH 11:18	11437.0
81	אֲבִיחַיִל	PN	Abihail	NUM 3:35	3728.0
82	אֲבִיחַיִל	PN	Abihail	1CH 5:14	10446.0
83	אֲבִיחַיִל	PN	Abihail	EST 2:15	12743.0
84	אֲבִיחַיִל	PN	Abihail	EST 9:29	12867.0
85	אֲבִיטוּב	PN	Abitub	1CH 8:11	10590.0
86	אֲבִיטַל	PN	Abiam	2SA 3:4	8088.0
87	אֲבִיטַל	PN	Abiam	1CH 3:3	10368.0
88	אֲבִיָּם	PN	Abimael	1KI 14:31	9252.0
89	אֲבִיָּם	PN	Abimael	1KI 15:1	9253.0
90	אֲבִיָּם	PN	Abimael	1KI 15:7	9259.0
91	אֲבִיָּם	PN	Abimael	1KI 15:7	9259.0
92	אֲבִיָּם	PN	Abimael	1KI 15:8	9260.0
93	אֲבִימָאֵל	PN	Abimélec	GEN 10:28	263.0
94	אֲבִימָאֵל	PN	Abimélec	1CH 1:22	10278.0
95	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:2	498.0
96	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:3	499.0
97	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:4	500.0
98	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:8	504.0
99	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:9	505.0
100	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:10	506.0
101	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:14	510.0
102	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:15	511.0
103	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:17	513.0
104	אֲבִימֶלֶךְ	PN	Abimélec	GEN 20:18	514.0
105	אֲבִימֶלֶךְ	PN	Abimélec	GEN 21:22	536.0
106	אֲבִימֶלֶךְ	PN	Abimélec	GEN 21:25	539.0
107	אֲבִימֶלֶךְ	PN	Abimélec	GEN 21:25	539.0
108	אֲבִימֶלֶךְ	PN	Abimélec	GEN 21:26	540.0
109	אֲבִימֶלֶךְ	PN	Abimélec	GEN 21:27	541.0
110	אֲבִימֶלֶךְ	PN	Abimélec	GEN 21:29	543.0
111	אֲבִימֶלֶךְ	PN	Abimélec	GEN 21:32	546.0
112	אֲבִימֶלֶךְ	PN	Abimélec	GEN 26:1	694.0
113	אֲבִימֶלֶךְ	PN	Abimélec	GEN 26:8	701.0
114	אֲבִימֶלֶךְ	PN	Abimélec	GEN 26:9	702.0
115	אֲבִימֶלֶךְ	PN	Abimélec	GEN 26:10	703.0
116	אֲבִימֶלֶךְ	PN	Abimélec	GEN 26:11	704.0
117	אֲבִימֶלֶךְ	PN	Abimélec	GEN 26:16	709.0
118	אֲבִימֶלֶךְ	PN	Abimélec	GEN 26:26	719.0
119	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 8:31	6752.0
120	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:1	6757.0
121	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:3	6759.0
122	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:4	6760.0
123	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:6	6762.0
124	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:16	6772.0
125	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:18	6774.0
126	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:19	6775.0
127	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:20	6776.0
128	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:20	6776.0
129	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:21	6777.0
130	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:22	6778.0
131	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:23	6779.0
132	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:23	6779.0
133	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:24	6780.0
134	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:25	6781.0
135	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:27	6783.0
136	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:28	6784.0
137	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:29	6785.0
138	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:29	6785.0
139	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:31	6787.0
140	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:34	6790.0
141	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:35	6791.0
142	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:38	6794.0
143	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:39	6795.0
144	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:40	6796.0
145	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:41	6797.0
146	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:42	6798.0
147	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:44	6800.0
148	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:45	6801.0
149	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:47	6803.0
150	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:48	6804.0
151	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:48	6804.0
152	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:49	6805.0
153	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:50	6806.0
154	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:52	6808.0
155	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:53	6809.0
156	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:55	6811.0
157	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 9:56	6812.0
158	אֲבִימֶלֶךְ	PN	Ahimélec	JDG 10:1	6814.0
159	אֲבִימֶלֶךְ	PN	Ahimélec	2SA 11:21	8283.0
160	אֲבִימֶלֶךְ	PN	Abimélec	1CH 18:16	10911.0
161	אֲבִימֶלֶךְ	PN	Abinadab	PSA 34:2	14409.0
162	אֲבִינָדָב	PN	Abinadab	1SA 7:1	7355.0
163	אֲבִינָדָב	PN	Abinadab	2SA 6:3	8163.0
164	אֲבִינָדָב	PN	Abinadab	2SA 6:3	8163.0
165	אֲבִינָדָב	PN	Abinadab	2SA 6:4	8164.0
166	אֲבִינָדָב	PN	Abinadab	1CH 13:7	10772.0
167	אֲבִינָדָב	PN	Abinadab	1SA 16:8	7605.0
168	אֲבִינָדָב	PN	Abinadab	1SA 17:13	7633.0
169	אֲבִינָדָב	PN	Abinadab	1CH 2:13	10323.0
170	אֲבִינָדָב	PN	Abinóam	1SA 31:2	8014.0
171	אֲבִינָדָב	PN	Abinóam	1CH 8:33	10612.0
172	אֲבִינָדָב	PN	Abinóam	1CH 9:39	10658.0
173	אֲבִינָדָב	PN	Abinóam	1CH 10:2	10665.0
174	אֲבִינֹעַם	PN	Ebiasaf	JDG 4:6	6607.0
175	אֲבִינֹעַם	PN	Ebiasaf	JDG 4:12	6613.0
176	אֲבִינֹעַם	PN	Ebiasaf	JDG 5:1	6626.0
177	אֲבִינֹעַם	PN	Ebiasaf	JDG 5:12	6637.0
178	אֶבְיָסָף	PN	Abiézer	1CH 5:34	10466.0
179	אֶבְיָסָף	PN	Abiézer	1CH 6:7	10480.0
180	אֶבְיָסָף	PN	Abiézer	1CH 9:19	10638.0
181	אֲבִיעֶזֶר	PN	Abiézer	JOS 17:2	6279.0
182	אֲבִיעֶזֶר	PN	Abiézer	JDG 6:34	6690.0
183	אֲבִיעֶזֶר	PN	Abiézer	JDG 8:2	6723.0
184	אֲבִיעֶזֶר	PN	Abiézer	1CH 7:18	10557.0
185	אֲבִיעֶזֶר	PN	toro	2SA 23:27	8683.0
186	אֲבִיעֶזֶר	PN	toro	1CH 11:28	10705.0
187	אֲבִיעֶזֶר	PN	toro	1CH 27:12	11126.0
213	אֲבִירָם	PN	Abiram	NUM 16:1	4196.0
214	אֲבִירָם	PN	Abiram	NUM 16:12	4207.0
215	אֲבִירָם	PN	Abiram	NUM 16:24	4219.0
216	אֲבִירָם	PN	Abiram	NUM 16:25	4220.0
217	אֲבִירָם	PN	Abiram	NUM 16:27	4222.0
218	אֲבִירָם	PN	Abiram	NUM 16:27	4222.0
219	אֲבִירָם	PN	Abiram	NUM 26:9	4500.0
220	אֲבִירָם	PN	Abiram	NUM 26:9	4500.0
221	אֲבִירָם	PN	Abiram	DEU 11:6	5216.0
222	אֲבִירָם	PN	Abiram	PSA 106:17	15735.0
223	אֲבִירָם	PN	Abisag	1KI 16:34	9320.0
224	אֲבִישַׁג	PN	Abisúa	1KI 1:3	8723.0
225	אֲבִישַׁג	PN	Abisúa	1KI 1:15	8735.0
226	אֲבִישַׁג	PN	Abisúa	1KI 2:17	8790.0
227	אֲבִישַׁג	PN	Abisúa	1KI 2:21	8794.0
228	אֲבִישַׁג	PN	Abisúa	1KI 2:22	8795.0
229	אֲבִישׁוּעַ	PN	Abisúa	1CH 5:30	10462.0
230	אֲבִישׁוּעַ	PN	Abisúa	1CH 5:31	10463.0
231	אֲבִישׁוּעַ	PN	Abisúa	1CH 6:20	10493.0
232	אֲבִישׁוּעַ	PN	Abisúa	EZR 7:5	12183.0
233	אֲבִישׁוּעַ	PN	Abisur	1CH 8:4	10583.0
234	אֲבִישׁוּר	PN	Abisai	1CH 2:28	10338.0
235	אֲבִישׁוּר	PN	Abisai	1CH 2:29	10339.0
236	אֲבִישַׁי	PN	Absalón	1SA 26:6	7914.0
237	אֲבִישַׁי	PN	Absalón	1SA 26:6	7914.0
238	אֲבִישַׁי	PN	Absalón	1SA 26:7	7915.0
239	אֲבִישַׁי	PN	Absalón	1SA 26:8	7916.0
240	אֲבִישַׁי	PN	Absalón	1SA 26:9	7917.0
241	אֲבִישַׁי	PN	Absalón	2SA 2:18	8070.0
242	אֲבִישַׁי	PN	Absalón	2SA 2:24	8076.0
243	אֲבִישַׁי	PN	Absalón	2SA 3:30	8114.0
244	אֲבִישַׁי	PN	Absalón	2SA 10:10	8253.0
245	אֲבִישַׁי	PN	Absalón	2SA 10:14	8257.0
246	אֲבִישַׁי	PN	Absalón	2SA 16:9	8438.0
247	אֲבִישַׁי	PN	Absalón	2SA 16:11	8440.0
248	אֲבִישַׁי	PN	Absalón	2SA 18:2	8483.0
249	אֲבִישַׁי	PN	Absalón	2SA 18:5	8486.0
250	אֲבִישַׁי	PN	Absalón	2SA 18:12	8493.0
251	אֲבִישַׁי	PN	Absalón	2SA 19:23	8536.0
252	אֲבִישַׁי	PN	Absalón	2SA 20:6	8563.0
253	אֲבִישַׁי	PN	Absalón	2SA 20:10	8567.0
254	אֲבִישַׁי	PN	Absalón	2SA 21:17	8600.0
255	אֲבִישַׁי	PN	Absalón	2SA 23:18	8674.0
256	אֲבִישַׁי	PN	Absalón	1CH 2:16	10326.0
257	אֲבִישַׁי	PN	Absalón	1CH 11:20	10697.0
258	אֲבִישַׁי	PN	Absalón	1CH 18:12	10907.0
259	אֲבִישַׁי	PN	Absalón	1CH 19:11	10923.0
260	אֲבִישַׁי	PN	Absalón	1CH 19:15	10927.0
261	אֲבִישָׁלוֹם	PN	Abiatar	1KI 15:2	9254.0
262	אֲבִישָׁלוֹם	PN	Abiatar	1KI 15:10	9262.0
263	אֶבְיָתָר	PN	Abel	1SA 22:20	7810.0
264	אֶבְיָתָר	PN	Abel	1SA 22:21	7811.0
265	אֶבְיָתָר	PN	Abel	1SA 22:22	7812.0
266	אֶבְיָתָר	PN	Abel	1SA 23:6	7819.0
267	אֶבְיָתָר	PN	Abel	1SA 23:9	7822.0
268	אֶבְיָתָר	PN	Abel	1SA 30:7	7988.0
269	אֶבְיָתָר	PN	Abel	1SA 30:7	7988.0
270	אֶבְיָתָר	PN	Abel	2SA 8:17	8229.0
271	אֶבְיָתָר	PN	Abel	2SA 15:24	8416.0
272	אֶבְיָתָר	PN	Abel	2SA 15:27	8419.0
273	אֶבְיָתָר	PN	Abel	2SA 15:29	8421.0
274	אֶבְיָתָר	PN	Abel	2SA 15:35	8427.0
275	אֶבְיָתָר	PN	Abel	2SA 15:35	8427.0
276	אֶבְיָתָר	PN	Abel	2SA 15:36	8428.0
277	אֶבְיָתָר	PN	Abel	2SA 17:15	8467.0
278	אֶבְיָתָר	PN	Abel	2SA 19:13	8526.0
279	אֶבְיָתָר	PN	Abel	2SA 20:25	8582.0
280	אֶבְיָתָר	PN	Abel	1KI 1:7	8727.0
281	אֶבְיָתָר	PN	Abel	1KI 1:19	8739.0
282	אֶבְיָתָר	PN	Abel	1KI 1:25	8745.0
283	אֶבְיָתָר	PN	Abel	1KI 1:42	8762.0
284	אֶבְיָתָר	PN	Abel	1KI 2:22	8795.0
285	אֶבְיָתָר	PN	Abel	1KI 2:26	8799.0
286	אֶבְיָתָר	PN	Abel	1KI 2:27	8800.0
287	אֶבְיָתָר	PN	Abel	1KI 2:35	8808.0
288	אֶבְיָתָר	PN	Abel	1KI 4:4	8851.0
289	אֶבְיָתָר	PN	Abel	1CH 15:11	10807.0
290	אֶבְיָתָר	PN	Abel	1CH 18:16	10911.0
291	אֶבְיָתָר	PN	Abel	1CH 24:6	11026.0
292	אֶבְיָתָר	PN	Abel	1CH 27:34	11148.0
293	אָבֵל	PN	Abel Betmacá	2SA 20:14	8571.0
294	אָבֵל	PN	Abel Betmacá	2SA 20:18	8575.0
295	אָבֵל	PN	Abel-sitim	2SA 20:15	8572.0
296	אָבֵל	PN	Abel-sitim	1KI 15:20	9272.0
297	אָבֵל	PN	Abel-sitim	2KI 15:29	9958.0
298	אָבֵל	PN	Abel-queramim	NUM 33:49	4811.0
299	אָבֵל	PN	Abel-meholá	JDG 11:33	6864.0
300	אָבֵל	PN	Abel-maim	JDG 7:22	6718.0
301	אָבֵל	PN	Abel-maim	1KI 4:12	8859.0
302	אָבֵל	PN	Abel-maim	1KI 19:16	9406.0
303	אָבֵל	PN	Abel-misraim	2CH 16:4	11518.0
304	אָבֵל	PN	balanza	GEN 50:11	1518.0
371	אֶבֶן בֹּהַן בֶּן־רְאוּבֵן	PN	Eben-ézer	JOS 15:6	6210.0
372	אֶבֶן בֹּהַן בֶּן־רְאוּבֵן	PN	Eben-ézer	JOS 18:17	6312.0
373	אֶבֶן	PN	torno	1KI 1:9	8729.0
374	אֶבֶן	PN	par de piedras	1SA 4:1	7300.0
375	אֶבֶן	PN	par de piedras	1SA 5:1	7322.0
376	אֶבֶן	PN	par de piedras	1SA 7:12	7366.0
379	אַבְנֵר	PN	Ibsán	1SA 14:50	7560.0
380	אַבְנֵר	PN	Ibsán	1SA 14:51	7561.0
381	אַבְנֵר	PN	Ibsán	1SA 17:55	7675.0
382	אַבְנֵר	PN	Ibsán	1SA 17:55	7675.0
383	אַבְנֵר	PN	Ibsán	1SA 17:55	7675.0
384	אַבְנֵר	PN	Ibsán	1SA 17:57	7677.0
385	אַבְנֵר	PN	Ibsán	1SA 20:25	7757.0
386	אַבְנֵר	PN	Ibsán	1SA 26:5	7913.0
387	אַבְנֵר	PN	Ibsán	1SA 26:7	7915.0
388	אַבְנֵר	PN	Ibsán	1SA 26:14	7922.0
389	אַבְנֵר	PN	Ibsán	1SA 26:14	7922.0
390	אַבְנֵר	PN	Ibsán	1SA 26:14	7922.0
391	אַבְנֵר	PN	Ibsán	1SA 26:15	7923.0
392	אַבְנֵר	PN	Ibsán	2SA 2:8	8060.0
393	אַבְנֵר	PN	Ibsán	2SA 2:12	8064.0
394	אַבְנֵר	PN	Ibsán	2SA 2:14	8066.0
395	אַבְנֵר	PN	Ibsán	2SA 2:17	8069.0
396	אַבְנֵר	PN	Ibsán	2SA 2:19	8071.0
397	אַבְנֵר	PN	Ibsán	2SA 2:19	8071.0
398	אַבְנֵר	PN	Ibsán	2SA 2:20	8072.0
399	אַבְנֵר	PN	Ibsán	2SA 2:21	8073.0
400	אַבְנֵר	PN	Ibsán	2SA 2:22	8074.0
401	אַבְנֵר	PN	Ibsán	2SA 2:23	8075.0
402	אַבְנֵר	PN	Ibsán	2SA 2:24	8076.0
403	אַבְנֵר	PN	Ibsán	2SA 2:25	8077.0
404	אַבְנֵר	PN	Ibsán	2SA 2:26	8078.0
405	אַבְנֵר	PN	Ibsán	2SA 2:29	8081.0
406	אַבְנֵר	PN	Ibsán	2SA 2:30	8082.0
407	אַבְנֵר	PN	Ibsán	2SA 2:31	8083.0
408	אַבְנֵר	PN	Ibsán	2SA 3:6	8090.0
409	אַבְנֵר	PN	Ibsán	2SA 3:7	8091.0
410	אַבְנֵר	PN	Ibsán	2SA 3:8	8092.0
411	אַבְנֵר	PN	Ibsán	2SA 3:9	8093.0
412	אַבְנֵר	PN	Ibsán	2SA 3:11	8095.0
413	אַבְנֵר	PN	Ibsán	2SA 3:12	8096.0
414	אַבְנֵר	PN	Ibsán	2SA 3:16	8100.0
415	אַבְנֵר	PN	Ibsán	2SA 3:17	8101.0
416	אַבְנֵר	PN	Ibsán	2SA 3:19	8103.0
417	אַבְנֵר	PN	Ibsán	2SA 3:19	8103.0
418	אַבְנֵר	PN	Ibsán	2SA 3:20	8104.0
419	אַבְנֵר	PN	Ibsán	2SA 3:20	8104.0
420	אַבְנֵר	PN	Ibsán	2SA 3:21	8105.0
421	אַבְנֵר	PN	Ibsán	2SA 3:21	8105.0
422	אַבְנֵר	PN	Ibsán	2SA 3:22	8106.0
423	אַבְנֵר	PN	Ibsán	2SA 3:23	8107.0
424	אַבְנֵר	PN	Ibsán	2SA 3:24	8108.0
425	אַבְנֵר	PN	Ibsán	2SA 3:25	8109.0
426	אַבְנֵר	PN	Ibsán	2SA 3:26	8110.0
427	אַבְנֵר	PN	Ibsán	2SA 3:27	8111.0
428	אַבְנֵר	PN	Ibsán	2SA 3:28	8112.0
429	אַבְנֵר	PN	Ibsán	2SA 3:30	8114.0
430	אַבְנֵר	PN	Ibsán	2SA 3:31	8115.0
431	אַבְנֵר	PN	Ibsán	2SA 3:32	8116.0
432	אַבְנֵר	PN	Ibsán	2SA 3:32	8116.0
433	אַבְנֵר	PN	Ibsán	2SA 3:33	8117.0
434	אַבְנֵר	PN	Ibsán	2SA 3:33	8117.0
435	אַבְנֵר	PN	Ibsán	2SA 3:37	8121.0
436	אַבְנֵר	PN	Ibsán	2SA 4:1	8124.0
437	אַבְנֵר	PN	Ibsán	2SA 4:12	8135.0
438	אַבְנֵר	PN	Ibsán	1KI 2:5	8778.0
439	אַבְנֵר	PN	Ibsán	1KI 2:32	8805.0
440	אַבְנֵר	PN	Ibsán	1CH 26:28	11110.0
441	אַבְנֵר	PN	Ibsán	1CH 27:21	11135.0
442	אֶבֶץ	PN	Abraham	JOS 19:20	6343.0
443	אִבְצָן	PN	Abram	JDG 12:8	6879.0
444	אִבְצָן	PN	Abram	JDG 12:10	6881.0
445	אַבְרָהָם	PN	Absalón	GEN 17:5	403.0
446	אַבְרָהָם	PN	Absalón	GEN 17:9	407.0
447	אַבְרָהָם	PN	Absalón	GEN 17:15	413.0
448	אַבְרָהָם	PN	Absalón	GEN 17:17	415.0
449	אַבְרָהָם	PN	Absalón	GEN 17:18	416.0
450	אַבְרָהָם	PN	Absalón	GEN 17:22	420.0
451	אַבְרָהָם	PN	Absalón	GEN 17:23	421.0
452	אַבְרָהָם	PN	Absalón	GEN 17:23	421.0
453	אַבְרָהָם	PN	Absalón	GEN 17:24	422.0
454	אַבְרָהָם	PN	Absalón	GEN 17:26	424.0
455	אַבְרָהָם	PN	Absalón	GEN 18:6	431.0
456	אַבְרָהָם	PN	Absalón	GEN 18:7	432.0
457	אַבְרָהָם	PN	Absalón	GEN 18:11	436.0
458	אַבְרָהָם	PN	Absalón	GEN 18:13	438.0
459	אַבְרָהָם	PN	Absalón	GEN 18:16	441.0
460	אַבְרָהָם	PN	Absalón	GEN 18:17	442.0
461	אַבְרָהָם	PN	Absalón	GEN 18:18	443.0
462	אַבְרָהָם	PN	Absalón	GEN 18:19	444.0
463	אַבְרָהָם	PN	Absalón	GEN 18:22	447.0
464	אַבְרָהָם	PN	Absalón	GEN 18:23	448.0
465	אַבְרָהָם	PN	Absalón	GEN 18:27	452.0
466	אַבְרָהָם	PN	Absalón	GEN 18:33	458.0
467	אַבְרָהָם	PN	Absalón	GEN 18:33	458.0
468	אַבְרָהָם	PN	Absalón	GEN 19:27	485.0
469	אַבְרָהָם	PN	Absalón	GEN 19:29	487.0
470	אַבְרָהָם	PN	Absalón	GEN 20:1	497.0
471	אַבְרָהָם	PN	Absalón	GEN 20:2	498.0
472	אַבְרָהָם	PN	Absalón	GEN 20:9	505.0
473	אַבְרָהָם	PN	Absalón	GEN 20:10	506.0
474	אַבְרָהָם	PN	Absalón	GEN 20:11	507.0
475	אַבְרָהָם	PN	Absalón	GEN 20:14	510.0
476	אַבְרָהָם	PN	Absalón	GEN 20:17	513.0
477	אַבְרָהָם	PN	Absalón	GEN 20:18	514.0
478	אַבְרָהָם	PN	Absalón	GEN 21:2	516.0
479	אַבְרָהָם	PN	Absalón	GEN 21:3	517.0
480	אַבְרָהָם	PN	Absalón	GEN 21:4	518.0
481	אַבְרָהָם	PN	Absalón	GEN 21:5	519.0
482	אַבְרָהָם	PN	Absalón	GEN 21:7	521.0
483	אַבְרָהָם	PN	Absalón	GEN 21:8	522.0
484	אַבְרָהָם	PN	Absalón	GEN 21:9	523.0
485	אַבְרָהָם	PN	Absalón	GEN 21:10	524.0
486	אַבְרָהָם	PN	Absalón	GEN 21:11	525.0
487	אַבְרָהָם	PN	Absalón	GEN 21:12	526.0
488	אַבְרָהָם	PN	Absalón	GEN 21:14	528.0
489	אַבְרָהָם	PN	Absalón	GEN 21:22	536.0
490	אַבְרָהָם	PN	Absalón	GEN 21:24	538.0
491	אַבְרָהָם	PN	Absalón	GEN 21:25	539.0
492	אַבְרָהָם	PN	Absalón	GEN 21:27	541.0
493	אַבְרָהָם	PN	Absalón	GEN 21:28	542.0
494	אַבְרָהָם	PN	Absalón	GEN 21:29	543.0
495	אַבְרָהָם	PN	Absalón	GEN 21:34	548.0
496	אַבְרָהָם	PN	Absalón	GEN 22:1	549.0
497	אַבְרָהָם	PN	Absalón	GEN 22:1	549.0
498	אַבְרָהָם	PN	Absalón	GEN 22:3	551.0
499	אַבְרָהָם	PN	Absalón	GEN 22:4	552.0
500	אַבְרָהָם	PN	Absalón	GEN 22:5	553.0
501	אַבְרָהָם	PN	Absalón	GEN 22:6	554.0
502	אַבְרָהָם	PN	Absalón	GEN 22:7	555.0
503	אַבְרָהָם	PN	Absalón	GEN 22:8	556.0
