	term	domain	es	vrefs	silnlp_line_number
15786	דָּוִד	PN	Daniel	1CH 12:24	10748.0
15787	דָּוִד	PN	Daniel	1CH 12:25	10749.0
15788	דָּוִד	PN	Daniel	1CH 12:33	10757.0
15789	דָּוִד	PN	Daniel	1CH 12:40	10764.0
15790	דָּוִד	PN	Daniel	1CH 12:40	10764.0
15791	דָּוִד	PN	Daniel	1CH 12:41	10765.0
15792	דָּוִד	PN	Daniel	1CH 13:1	10766.0
15793	דָּוִד	PN	Daniel	1CH 13:2	10767.0
15794	דָּוִד	PN	Daniel	1CH 13:5	10770.0
15795	דָּוִד	PN	Daniel	1CH 13:6	10771.0
15796	דָּוִד	PN	Daniel	1CH 13:8	10773.0
15797	דָּוִד	PN	Daniel	1CH 13:11	10776.0
15798	דָּוִד	PN	Daniel	1CH 13:12	10777.0
15799	דָּוִד	PN	Daniel	1CH 13:13	10778.0
15800	דָּוִד	PN	Daniel	1CH 13:13	10778.0
15801	דָּוִד	PN	Daniel	1CH 14:1	10780.0
15802	דָּוִד	PN	Daniel	1CH 14:2	10781.0
15803	דָּוִד	PN	Daniel	1CH 14:3	10782.0
15804	דָּוִד	PN	Daniel	1CH 14:3	10782.0
15805	דָּוִד	PN	Daniel	1CH 14:8	10787.0
15806	דָּוִד	PN	Daniel	1CH 14:8	10787.0
15807	דָּוִד	PN	Daniel	1CH 14:8	10787.0
15808	דָּוִד	PN	Daniel	1CH 14:10	10789.0
15809	דָּוִד	PN	Daniel	1CH 14:11	10790.0
15810	דָּוִד	PN	Daniel	1CH 14:11	10790.0
15811	דָּוִד	PN	Daniel	1CH 14:12	10791.0
15812	דָּוִד	PN	Daniel	1CH 14:14	10793.0
15813	דָּוִד	PN	Daniel	1CH 14:16	10795.0
15814	דָּוִד	PN	Daniel	1CH 14:17	10796.0
15815	דָּוִד	PN	Daniel	1CH 15:1	10797.0
15816	דָּוִד	PN	Daniel	1CH 15:2	10798.0
15817	דָּוִד	PN	Daniel	1CH 15:3	10799.0
15818	דָּוִד	PN	Daniel	1CH 15:4	10800.0
15819	דָּוִד	PN	Daniel	1CH 15:11	10807.0
15820	דָּוִד	PN	Daniel	1CH 15:16	10812.0
15821	דָּוִד	PN	Daniel	1CH 15:25	10821.0
15822	דָּוִד	PN	Daniel	1CH 15:27	10823.0
15823	דָּוִד	PN	Daniel	1CH 15:27	10823.0
15824	דָּוִד	PN	Daniel	1CH 15:29	10825.0
15825	דָּוִד	PN	Daniel	1CH 15:29	10825.0
15826	דָּוִד	PN	Daniel	1CH 16:1	10826.0
15827	דָּוִד	PN	Daniel	1CH 16:2	10827.0
15828	דָּוִד	PN	Daniel	1CH 16:7	10832.0
15829	דָּוִד	PN	Daniel	1CH 16:43	10868.0
15830	דָּוִד	PN	Daniel	1CH 17:1	10869.0
15831	דָּוִד	PN	Daniel	1CH 17:1	10869.0
15832	דָּוִד	PN	Daniel	1CH 17:2	10870.0
15833	דָּוִד	PN	Daniel	1CH 17:4	10872.0
15834	דָּוִד	PN	Daniel	1CH 17:7	10875.0
15835	דָּוִד	PN	Daniel	1CH 17:15	10883.0
15836	דָּוִד	PN	Daniel	1CH 17:16	10884.0
15837	דָּוִד	PN	Daniel	1CH 17:18	10886.0
15838	דָּוִד	PN	Daniel	1CH 17:24	10892.0
15839	דָּוִד	PN	Daniel	1CH 18:1	10896.0
15840	דָּוִד	PN	Daniel	1CH 18:2	10897.0
15841	דָּוִד	PN	Daniel	1CH 18:3	10898.0
15842	דָּוִד	PN	Daniel	1CH 18:4	10899.0
15843	דָּוִד	PN	Daniel	1CH 18:4	10899.0
15844	דָּוִד	PN	Daniel	1CH 18:5	10900.0
15845	דָּוִד	PN	Daniel	1CH 18:6	10901.0
15846	דָּוִד	PN	Daniel	1CH 18:6	10901.0
15847	דָּוִד	PN	Daniel	1CH 18:6	10901.0
15848	דָּוִד	PN	Daniel	1CH 18:7	10902.0
15849	דָּוִד	PN	Daniel	1CH 18:8	10903.0
15850	דָּוִד	PN	Daniel	1CH 18:9	10904.0
15851	דָּוִד	PN	Daniel	1CH 18:10	10905.0
15852	דָּוִד	PN	Daniel	1CH 18:11	10906.0
15853	דָּוִד	PN	Daniel	1CH 18:13	10908.0
15854	דָּוִד	PN	Daniel	1CH 18:13	10908.0
15855	דָּוִד	PN	Daniel	1CH 18:14	10909.0
15856	דָּוִד	PN	Daniel	1CH 18:17	10912.0
15857	דָּוִד	PN	Daniel	1CH 19:2	10914.0
15858	דָּוִד	PN	Daniel	1CH 19:2	10914.0
15859	דָּוִד	PN	Daniel	1CH 19:2	10914.0
15860	דָּוִד	PN	Daniel	1CH 19:3	10915.0
15861	דָּוִד	PN	Daniel	1CH 19:4	10916.0
15862	דָּוִד	PN	Daniel	1CH 19:5	10917.0
15863	דָּוִד	PN	Daniel	1CH 19:6	10918.0
15864	דָּוִד	PN	Daniel	1CH 19:8	10920.0
15865	דָּוִד	PN	Daniel	1CH 19:17	10929.0
15866	דָּוִד	PN	Daniel	1CH 19:17	10929.0
15867	דָּוִד	PN	Daniel	1CH 19:18	10930.0
15868	דָּוִד	PN	Daniel	1CH 19:19	10931.0
15869	דָּוִד	PN	Daniel	1CH 20:1	10932.0
15870	דָּוִד	PN	Daniel	1CH 20:2	10933.0
15871	דָּוִד	PN	Daniel	1CH 20:2	10933.0
15872	דָּוִד	PN	Daniel	1CH 20:3	10934.0
15873	דָּוִד	PN	Daniel	1CH 20:3	10934.0
15874	דָּוִד	PN	Daniel	1CH 20:7	10938.0
15875	דָּוִד	PN	Daniel	1CH 20:8	10939.0
15876	דָּוִד	PN	Daniel	1CH 21:1	10940.0
15877	דָּוִד	PN	Daniel	1CH 21:2	10941.0
15878	דָּוִד	PN	Daniel	1CH 21:5	10944.0
15879	דָּוִד	PN	Daniel	1CH 21:8	10947.0
15880	דָּוִד	PN	Daniel	1CH 21:9	10948.0
15881	דָּוִד	PN	Daniel	1CH 21:10	10949.0
15882	דָּוִד	PN	Daniel	1CH 21:11	10950.0
15883	דָּוִד	PN	Daniel	1CH 21:13	10952.0
15884	דָּוִד	PN	Daniel	1CH 21:16	10955.0
15885	דָּוִד	PN	Daniel	1CH 21:16	10955.0
15886	דָּוִד	PN	Daniel	1CH 21:17	10956.0
15887	דָּוִד	PN	Daniel	1CH 21:18	10957.0
15888	דָּוִד	PN	Daniel	1CH 21:18	10957.0
15889	דָּוִד	PN	Daniel	1CH 21:19	10958.0
15890	דָּוִד	PN	Daniel	1CH 21:21	10960.0
15891	דָּוִד	PN	Daniel	1CH 21:21	10960.0
15892	דָּוִד	PN	Daniel	1CH 21:21	10960.0
15893	דָּוִד	PN	Daniel	1CH 21:22	10961.0
15894	דָּוִד	PN	Daniel	1CH 21:23	10962.0
15895	דָּוִד	PN	Daniel	1CH 21:24	10963.0
15896	דָּוִד	PN	Daniel	1CH 21:25	10964.0
15897	דָּוִד	PN	Daniel	1CH 21:26	10965.0
15898	דָּוִד	PN	Daniel	1CH 21:28	10967.0
15899	דָּוִד	PN	Daniel	1CH 21:30	10969.0
15900	דָּוִד	PN	Daniel	1CH 22:1	10970.0
15901	דָּוִד	PN	Daniel	1CH 22:2	10971.0
15902	דָּוִד	PN	Daniel	1CH 22:3	10972.0
15903	דָּוִד	PN	Daniel	1CH 22:4	10973.0
15904	דָּוִד	PN	Daniel	1CH 22:5	10974.0
15905	דָּוִד	PN	Daniel	1CH 22:5	10974.0
15906	דָּוִד	PN	Daniel	1CH 22:7	10976.0
15907	דָּוִד	PN	Daniel	1CH 22:17	10986.0
15908	דָּוִד	PN	Daniel	1CH 23:1	10989.0
15909	דָּוִד	PN	Daniel	1CH 23:6	10994.0
15910	דָּוִד	PN	Daniel	1CH 23:25	11013.0
15911	דָּוִד	PN	Daniel	1CH 23:27	11015.0
15912	דָּוִד	PN	Daniel	1CH 24:3	11023.0
15913	דָּוִד	PN	Daniel	1CH 24:31	11051.0
15914	דָּוִד	PN	Daniel	1CH 25:1	11052.0
15915	דָּוִד	PN	Daniel	1CH 26:26	11108.0
15916	דָּוִד	PN	Daniel	1CH 26:31	11113.0
15917	דָּוִד	PN	Daniel	1CH 26:32	11114.0
15918	דָּוִד	PN	Daniel	1CH 27:18	11132.0
15919	דָּוִד	PN	Daniel	1CH 27:23	11137.0
15920	דָּוִד	PN	Daniel	1CH 27:24	11138.0
15921	דָּוִד	PN	Daniel	1CH 27:31	11145.0
15922	דָּוִד	PN	Daniel	1CH 27:32	11146.0
15923	דָּוִד	PN	Daniel	1CH 28:1	11149.0
15924	דָּוִד	PN	Daniel	1CH 28:2	11150.0
15925	דָּוִד	PN	Daniel	1CH 28:11	11159.0
15926	דָּוִד	PN	Daniel	1CH 28:20	11168.0
15927	דָּוִד	PN	Daniel	1CH 29:1	11170.0
15928	דָּוִד	PN	Daniel	1CH 29:9	11178.0
15929	דָּוִד	PN	Daniel	1CH 29:10	11179.0
15930	דָּוִד	PN	Daniel	1CH 29:10	11179.0
15931	דָּוִד	PN	Daniel	1CH 29:20	11189.0
15932	דָּוִד	PN	Daniel	1CH 29:22	11191.0
15933	דָּוִד	PN	Daniel	1CH 29:23	11192.0
15934	דָּוִד	PN	Daniel	1CH 29:24	11193.0
15935	דָּוִד	PN	Daniel	1CH 29:26	11195.0
15936	דָּוִד	PN	Daniel	1CH 29:29	11198.0
15937	דָּוִד	PN	Daniel	2CH 1:1	11200.0
15938	דָּוִד	PN	Daniel	2CH 1:4	11203.0
15939	דָּוִד	PN	Daniel	2CH 1:4	11203.0
15940	דָּוִד	PN	Daniel	2CH 1:8	11207.0
15941	דָּוִד	PN	Daniel	2CH 1:9	11208.0
15942	דָּוִד	PN	Daniel	2CH 2:1	11218.0
15943	דָּוִד	PN	Daniel	2CH 2:5	11222.0
15944	דָּוִד	PN	Daniel	2CH 2:10	11227.0
15945	דָּוִד	PN	Daniel	2CH 2:12	11229.0
15946	דָּוִד	PN	Daniel	2CH 2:15	11232.0
15947	דָּוִד	PN	Daniel	2CH 3:1	11235.0
15948	דָּוִד	PN	Daniel	2CH 3:1	11235.0
15949	דָּוִד	PN	Daniel	2CH 5:1	11274.0
15950	דָּוִד	PN	Daniel	2CH 5:2	11275.0
15951	דָּוִד	PN	Daniel	2CH 6:4	11291.0
15952	דָּוִד	PN	Daniel	2CH 6:6	11293.0
15953	דָּוִד	PN	Daniel	2CH 6:7	11294.0
15954	דָּוִד	PN	Daniel	2CH 6:8	11295.0
15955	דָּוִד	PN	Daniel	2CH 6:10	11297.0
15956	דָּוִד	PN	Daniel	2CH 6:15	11302.0
15957	דָּוִד	PN	Daniel	2CH 6:16	11303.0
15958	דָּוִד	PN	Daniel	2CH 6:17	11304.0
15959	דָּוִד	PN	Daniel	2CH 6:42	11329.0
15960	דָּוִד	PN	Daniel	2CH 7:6	11335.0
15961	דָּוִד	PN	Daniel	2CH 7:6	11335.0
15962	דָּוִד	PN	Daniel	2CH 7:10	11339.0
15963	דָּוִד	PN	Daniel	2CH 7:17	11346.0
15964	דָּוִד	PN	Daniel	2CH 7:18	11347.0
15965	דָּוִד	PN	Daniel	2CH 8:11	11362.0
15966	דָּוִד	PN	Daniel	2CH 8:11	11362.0
15967	דָּוִד	PN	Daniel	2CH 8:14	11365.0
15968	דָּוִד	PN	Daniel	2CH 8:14	11365.0
15969	דָּוִד	PN	Daniel	2CH 9:31	11400.0
15970	דָּוִד	PN	Daniel	2CH 10:16	11416.0
15971	דָּוִד	PN	Daniel	2CH 10:16	11416.0
15972	דָּוִד	PN	Daniel	2CH 10:19	11419.0
15973	דָּוִד	PN	Daniel	2CH 11:17	11436.0
15974	דָּוִד	PN	Daniel	2CH 11:18	11437.0
15975	דָּוִד	PN	Daniel	2CH 12:16	11458.0
15976	דָּוִד	PN	Daniel	2CH 13:5	11463.0
15977	דָּוִד	PN	Daniel	2CH 13:6	11464.0
15978	דָּוִד	PN	Daniel	2CH 13:8	11466.0
15979	דָּוִד	PN	Daniel	2CH 13:23	11481.0
15980	דָּוִד	PN	Daniel	2CH 16:14	11528.0
15981	דָּוִד	PN	Daniel	2CH 17:3	11531.0
15982	דָּוִד	PN	Daniel	2CH 21:1	11630.0
15983	דָּוִד	PN	Daniel	2CH 21:7	11636.0
15984	דָּוִד	PN	Daniel	2CH 21:7	11636.0
15985	דָּוִד	PN	Daniel	2CH 21:12	11641.0
15986	דָּוִד	PN	Daniel	2CH 21:20	11649.0
15987	דָּוִד	PN	Daniel	2CH 23:3	11664.0
15988	דָּוִד	PN	Daniel	2CH 23:9	11670.0
15989	דָּוִד	PN	Daniel	2CH 23:18	11679.0
15990	דָּוִד	PN	Daniel	2CH 23:18	11679.0
15991	דָּוִד	PN	Daniel	2CH 24:16	11698.0
15992	דָּוִד	PN	Daniel	2CH 24:25	11707.0
15993	דָּוִד	PN	Daniel	2CH 27:9	11769.0
15994	דָּוִד	PN	Daniel	2CH 28:1	11770.0
15995	דָּוִד	PN	Daniel	2CH 29:2	11798.0
15996	דָּוִד	PN	Daniel	2CH 29:25	11821.0
15997	דָּוִד	PN	Daniel	2CH 29:26	11822.0
15998	דָּוִד	PN	Daniel	2CH 29:27	11823.0
15999	דָּוִד	PN	Daniel	2CH 29:30	11826.0
16000	דָּוִד	PN	Daniel	2CH 30:26	11858.0
16001	דָּוִד	PN	Daniel	2CH 32:5	11885.0
16002	דָּוִד	PN	Daniel	2CH 32:30	11910.0
16003	דָּוִד	PN	Daniel	2CH 32:33	11913.0
16004	דָּוִד	PN	Daniel	2CH 33:7	11920.0
16005	דָּוִד	PN	Daniel	2CH 33:14	11927.0
16006	דָּוִד	PN	Daniel	2CH 34:2	11940.0
16007	דָּוִד	PN	Daniel	2CH 34:3	11941.0
16008	דָּוִד	PN	Daniel	2CH 35:3	11974.0
16009	דָּוִד	PN	Daniel	2CH 35:4	11975.0
16010	דָּוִד	PN	Daniel	2CH 35:15	11986.0
16011	דָּוִד	PN	Daniel	EZR 3:10	12112.0
16012	דָּוִד	PN	Daniel	EZR 8:2	12208.0
16013	דָּוִד	PN	Daniel	EZR 8:20	12226.0
16014	דָּוִד	PN	Daniel	NEH 3:15	12347.0
16015	דָּוִד	PN	Daniel	NEH 3:16	12348.0
16016	דָּוִד	PN	Daniel	NEH 12:24	12652.0
16017	דָּוִד	PN	Daniel	NEH 12:36	12664.0
16018	דָּוִד	PN	Daniel	NEH 12:37	12665.0
16019	דָּוִד	PN	Daniel	NEH 12:37	12665.0
16020	דָּוִד	PN	Daniel	NEH 12:45	12673.0
16021	דָּוִד	PN	Daniel	NEH 12:46	12674.0
16022	דָּוִד	PN	Daniel	PSA 3:2	13963.0
16023	דָּוִד	PN	Daniel	PSA 4:2	13972.0
16024	דָּוִד	PN	Daniel	PSA 5:2	13981.0
16025	דָּוִד	PN	Daniel	PSA 6:2	13994.0
16026	דָּוִד	PN	Daniel	PSA 7:2	14005.0
16027	דָּוִד	PN	Daniel	PSA 8:2	14023.0
16028	דָּוִד	PN	Daniel	PSA 9:2	14033.0
16029	דָּוִד	PN	Daniel	PSA 11:1	14071.0
16030	דָּוִד	PN	Daniel	PSA 12:2	14079.0
16031	דָּוִד	PN	Daniel	PSA 13:2	14088.0
16032	דָּוִד	PN	Daniel	PSA 14:1	14093.0
16033	דָּוִד	PN	Daniel	PSA 15:1	14100.0
16034	דָּוִד	PN	Daniel	PSA 16:1	14105.0
16035	דָּוִד	PN	Daniel	PSA 17:1	14116.0
16036	דָּוִד	PN	Daniel	PSA 18:2	14132.0
16037	דָּוִד	PN	Daniel	PSA 18:51	14181.0
16038	דָּוִד	PN	Daniel	PSA 19:2	14183.0
16039	דָּוִד	PN	Daniel	PSA 20:2	14198.0
16040	דָּוִד	PN	Daniel	PSA 21:2	14208.0
16041	דָּוִד	PN	Daniel	PSA 22:2	14222.0
16042	דָּוִד	PN	Daniel	PSA 23:1	14253.0
16043	דָּוִד	PN	Daniel	PSA 24:1	14259.0
16044	דָּוִד	PN	Daniel	PSA 25:1	14269.0
16045	דָּוִד	PN	Daniel	PSA 26:1	14291.0
16046	דָּוִד	PN	Daniel	PSA 27:1	14303.0
16047	דָּוִד	PN	Daniel	PSA 28:1	14317.0
16048	דָּוִד	PN	Daniel	PSA 29:1	14326.0
16049	דָּוִד	PN	Daniel	PSA 30:2	14338.0
16050	דָּוִד	PN	Daniel	PSA 31:2	14351.0
16051	דָּוִד	PN	Daniel	PSA 32:1	14375.0
16052	דָּוִד	PN	Daniel	PSA 34:2	14409.0
16053	דָּוִד	PN	Daniel	PSA 35:1	14431.0
16054	דָּוִד	PN	Daniel	PSA 36:2	14460.0
16055	דָּוִד	PN	Daniel	PSA 37:1	14472.0
16056	דָּוִד	PN	Daniel	PSA 38:2	14513.0
16057	דָּוִד	PN	Daniel	PSA 39:2	14536.0
16058	דָּוִד	PN	Daniel	PSA 40:2	14550.0
16059	דָּוִד	PN	Daniel	PSA 41:2	14568.0
16060	דָּוִד	PN	Daniel	PSA 51:3	14726.0
16061	דָּוִד	PN	Daniel	PSA 52:3	14747.0
16062	דָּוִד	PN	Daniel	PSA 52:4	14748.0
16063	דָּוִד	PN	Daniel	PSA 53:2	14757.0
16064	דָּוִד	PN	Daniel	PSA 54:3	14765.0
16065	דָּוִד	PN	Daniel	PSA 54:4	14766.0
16066	דָּוִד	PN	Daniel	PSA 55:2	14773.0
16067	דָּוִד	PN	Daniel	PSA 56:2	14797.0
16068	דָּוִד	PN	Daniel	PSA 57:2	14811.0
16069	דָּוִד	PN	Daniel	PSA 58:2	14823.0
16070	דָּוִד	PN	Daniel	PSA 59:2	14835.0
16071	דָּוִד	PN	Daniel	PSA 60:3	14854.0
16072	דָּוִד	PN	Daniel	PSA 61:2	14867.0
16073	דָּוִד	PN	Daniel	PSA 62:2	14876.0
16074	דָּוִד	PN	Daniel	PSA 63:2	14889.0
16075	דָּוִד	PN	Daniel	PSA 64:2	14901.0
16076	דָּוִד	PN	Daniel	PSA 65:2	14912.0
16077	דָּוִד	PN	Daniel	PSA 68:2	14954.0
16078	דָּוִד	PN	Daniel	PSA 69:2	14990.0
16079	דָּוִד	PN	Daniel	PSA 70:2	15027.0
16080	דָּוִד	PN	Daniel	PSA 72:20	15075.0
16081	דָּוִד	PN	Daniel	PSA 78:70	15241.0
16082	דָּוִד	PN	Daniel	PSA 86:1	15348.0
16083	דָּוִד	PN	Daniel	PSA 89:5	15395.0
16084	דָּוִד	PN	Daniel	PSA 89:22	15412.0
16085	דָּוִד	PN	Daniel	PSA 89:37	15427.0
16086	דָּוִד	PN	Daniel	PSA 89:51	15441.0
16087	דָּוִד	PN	Daniel	PSA 101:1	15580.0
16088	דָּוִד	PN	Daniel	PSA 103:1	15617.0
16089	דָּוִד	PN	Daniel	PSA 108:2	15811.0
16090	דָּוִד	PN	Daniel	PSA 109:1	15824.0
16091	דָּוִד	PN	Daniel	PSA 110:1	15855.0
16092	דָּוִד	PN	Daniel	PSA 122:1	16158.0
16093	דָּוִד	PN	Daniel	PSA 122:5	16162.0
16094	דָּוִד	PN	Daniel	PSA 124:1	16171.0
16095	דָּוִד	PN	Daniel	PSA 131:1	16217.0
16096	דָּוִד	PN	Daniel	PSA 132:1	16220.0
16097	דָּוִד	PN	Daniel	PSA 132:10	16229.0
16098	דָּוִד	PN	Daniel	PSA 132:11	16230.0
16099	דָּוִד	PN	Daniel	PSA 132:17	16236.0
16100	דָּוִד	PN	Daniel	PSA 133:1	16238.0
16101	דָּוִד	PN	Daniel	PSA 138:1	16300.0
16102	דָּוִד	PN	Daniel	PSA 139:1	16308.0
16103	דָּוִד	PN	Daniel	PSA 140:2	16333.0
16104	דָּוִד	PN	Daniel	PSA 141:1	16346.0
16105	דָּוִד	PN	Daniel	PSA 142:2	16357.0
16106	דָּוִד	PN	Daniel	PSA 143:1	16364.0
16107	דָּוִד	PN	Daniel	PSA 144:1	16376.0
16108	דָּוִד	PN	Daniel	PSA 144:10	16385.0
16109	דָּוִד	PN	Daniel	PSA 145:1	16391.0
16110	דָּוִד	PN	Daniel	PRO 1:1	16471.0
16111	דָּוִד	PN	Daniel	ECC 1:1	17386.0
16112	דָּוִד	PN	Daniel	SNG 4:4	17656.0
16113	דָּוִד	PN	Daniel	ISA 7:2	17854.0
16114	דָּוִד	PN	Daniel	ISA 7:13	17865.0
16115	דָּוִד	PN	Daniel	ISA 9:5	17905.0
16116	דָּוִד	PN	Daniel	ISA 16:5	18044.0
16117	דָּוִד	PN	Daniel	ISA 22:9	18131.0
16118	דָּוִד	PN	Daniel	ISA 22:22	18144.0
16119	דָּוִד	PN	Daniel	ISA 29:1	18264.0
16120	דָּוִד	PN	Daniel	ISA 37:35	18457.0
16121	דָּוִד	PN	Daniel	ISA 38:5	18465.0
16122	דָּוִד	PN	Daniel	ISA 55:3	18813.0
16123	דָּוִד	PN	Daniel	JER 13:13	19348.0
16124	דָּוִד	PN	Daniel	JER 17:25	19451.0
16125	דָּוִד	PN	Daniel	JER 21:12	19521.0
16126	דָּוִד	PN	Daniel	JER 22:2	19525.0
16127	דָּוִד	PN	Daniel	JER 22:4	19527.0
16128	דָּוִד	PN	Daniel	JER 22:30	19553.0
16129	דָּוִד	PN	Daniel	JER 23:5	19558.0
16130	דָּוִד	PN	Daniel	JER 29:16	19720.0
16131	דָּוִד	PN	Daniel	JER 30:9	19745.0
16132	דָּוִד	PN	Daniel	JER 33:15	19859.0
16133	דָּוִד	PN	Daniel	JER 33:17	19861.0
16134	דָּוִד	PN	Daniel	JER 33:21	19865.0
16135	דָּוִד	PN	Daniel	JER 33:22	19866.0
16136	דָּוִד	PN	Daniel	JER 33:26	19870.0
16137	דָּוִד	PN	Daniel	JER 36:30	19941.0
16138	דָּוִד	PN	Daniel	EZK 34:23	21405.0
16139	דָּוִד	PN	Daniel	EZK 34:24	21406.0
16140	דָּוִד	PN	Daniel	EZK 37:24	21490.0
16141	דָּוִד	PN	Daniel	EZK 37:25	21491.0
16142	דָּוִד	PN	Daniel	HOS 3:5	22202.0
16143	דָּוִד	PN	Daniel	AMO 6:5	22524.0
16144	דָּוִד	PN	Daniel	AMO 9:11	22575.0
16145	דָּוִד	PN	Daniel	ZEC 12:7	23121.0
16146	דָּוִד	PN	Daniel	ZEC 12:8	23122.0
16147	דָּוִד	PN	Daniel	ZEC 12:8	23122.0
16148	דָּוִד	PN	Daniel	ZEC 12:10	23124.0
16149	דָּוִד	PN	Daniel	ZEC 12:12	23126.0
16150	דָּוִד	PN	Daniel	ZEC 13:1	23129.0
16157	דּוֹדוֹ	PN	Daniel	JDG 10:1	6814.0
16158	דּוֹדוֹ	PN	Reuel	2SA 23:9	8665.0
16159	דּוֹדוֹ	PN	Reuel	1CH 11:12	10689.0
16160	דּוֹדוֹ	PN	conocimiento	2SA 23:24	8680.0
16161	דּוֹדוֹ	PN	conocimiento	1CH 11:26	10703.0
16162	דּוֹדָוָהוּ	PN	saber	2CH 20:37	11629.0
16163	דּוֹדַי	PN	Diclá	1CH 27:4	11118.0
16166	דּוּמָה	PN	Dardá	GEN 25:14	673.0
16167	דּוּמָה	PN	Dardá	1CH 1:30	10286.0
16168	דּוּמָה	PN	golondrina	ISA 21:11	18116.0
16169	דּוּמֶשֶׂק	PN	Darío	2KI 16:10	9977.0
16170	דּוּרָא	PN	Darío	DAN 3:1	21877.0
16172	דִּי	PN	Dardá	DEU 1:1	4895.0
16173	דִּיבוֹן	PN	Darcón	NUM 21:30	4371.0
16174	דִּיבוֹן	PN	Darcón	NUM 32:3	4723.0
16175	דִּיבוֹן	PN	Darcón	NUM 32:34	4754.0
16176	דִּיבוֹן	PN	Darcón	NUM 33:45	4807.0
16177	דִּיבוֹן	PN	Darcón	NUM 33:46	4808.0
16178	דִּיבוֹן	PN	Darcón	JOS 13:9	6165.0
16179	דִּיבוֹן	PN	Darcón	JOS 13:17	6173.0
16180	דִּיבוֹן	PN	Darcón	ISA 15:2	18032.0
16181	דִּיבוֹן	PN	Darcón	JER 48:18	20167.0
16182	דִּיבוֹן	PN	Darcón	JER 48:22	20171.0
16183	דִּיבוֹן	PN	hierba	NEH 11:25	12617.0
16185	דִּימוֹן	PN	Dotán	ISA 15:9	18039.0
16186	דִּימוֹנָה	PN	Ahastarí	JOS 15:22	6226.0
16187	דִּינָה	PN	Abel	GEN 30:21	852.0
16188	דִּינָה	PN	Abel	GEN 34:1	982.0
16189	דִּינָה	PN	Abel	GEN 34:3	984.0
16190	דִּינָה	PN	Abel	GEN 34:5	986.0
16191	דִּינָה	PN	Abel	GEN 34:13	994.0
16192	דִּינָה	PN	Abel	GEN 34:25	1006.0
16193	דִּינָה	PN	Abel	GEN 34:26	1007.0
16194	דִּינָה	PN	Abel	GEN 46:15	1402.0
16195	דִּיפַת	PN	ébano	1CH 1:6	10262.0
16197	דִּישׁוֹן	PN	Hegai	GEN 36:21	1062.0
16198	דִּישׁוֹן	PN	Hegai	GEN 36:30	1071.0
16199	דִּישׁוֹן	PN	Hegai	1CH 1:38	10294.0
16200	דִּישׁוֹן	PN	Hegai	1CH 1:42	10298.0
16201	דִּישׁוֹן	PN	Agar	GEN 36:25	1066.0
16202	דִּישׁוֹן	PN	Agar	1CH 1:41	10297.0
16203	דִּישׁוֹן	PN	Agar	1CH 1:41	10297.0
16204	דִּישָׁן	PN	Agarenos	GEN 36:21	1062.0
16205	דִּישָׁן	PN	Agarenos	GEN 36:28	1069.0
16206	דִּישָׁן	PN	Agarenos	GEN 36:30	1071.0
16207	דִּישָׁן	PN	Agarenos	1CH 1:38	10294.0
16208	דִּישָׁן	PN	Hagrai	GEN 36:26	1067.0
16213	דְּלָיָה	PN	Hadad-ézer	1CH 3:24	10389.0
16214	דְּלָיָה	PN	India	EZR 2:60	12092.0
16215	דְּלָיָה	PN	India	NEH 7:62	12487.0
16216	דְּלָיָה	PN	Hadoram	NEH 6:10	12416.0
16217	דְּלָיָהוּ	PN	Adoram	1CH 24:18	11038.0
16218	דְּלָיָהוּ	PN	Hidai	JER 36:12	19923.0
16219	דְּלָיָהוּ	PN	Hidai	JER 36:25	19936.0
16220	דְּלִילָה	PN	arrayán	JDG 16:4	6955.0
16221	דְּלִילָה	PN	arrayán	JDG 16:6	6957.0
16222	דְּלִילָה	PN	arrayán	JDG 16:10	6961.0
16223	דְּלִילָה	PN	arrayán	JDG 16:12	6963.0
16224	דְּלִילָה	PN	arrayán	JDG 16:13	6964.0
16225	דְּלִילָה	PN	arrayán	JDG 16:18	6969.0
16226	דִּלְעָן	PN	Hadasá	JOS 15:38	6242.0
16227	דַּלְפּוֹן	PN	Hadad	EST 9:7	12845.0
16228	דִּמְנָה	PN	Adoram	JOS 21:35	6418.0
16229	דַּמֶּשֶׂק	PN	Majestad	GEN 14:15	352.0
16230	דַּמֶּשֶׂק	PN	Majestad	GEN 15:2	363.0
16231	דַּמֶּשֶׂק	PN	Majestad	1KI 11:24	9135.0
16232	דַּמֶּשֶׂק	PN	Majestad	1KI 15:18	9270.0
16233	דַּמֶּשֶׂק	PN	Majestad	1KI 19:15	9405.0
16234	דַּמֶּשֶׂק	PN	Majestad	1KI 20:34	9445.0
16235	דַּמֶּשֶׂק	PN	Majestad	2KI 5:12	9663.0
16236	דַּמֶּשֶׂק	PN	Majestad	2KI 8:7	9738.0
16237	דַּמֶּשֶׂק	PN	Majestad	2KI 8:9	9740.0
16238	דַּמֶּשֶׂק	PN	Majestad	2KI 14:28	9928.0
16239	דַּמֶּשֶׂק	PN	Majestad	2KI 16:9	9976.0
16240	דַּמֶּשֶׂק	PN	Majestad	2KI 16:10	9977.0
16241	דַּמֶּשֶׂק	PN	Majestad	2KI 16:11	9978.0
16242	דַּמֶּשֶׂק	PN	Majestad	2KI 16:12	9979.0
16243	דַּמֶּשֶׂק	PN	Majestad	SNG 7:6	17702.0
